signature_id,rejection_reasons_json
short__previous_state__2.0__return_1_bin__zero_to_plus_one__bb1ee1a46c,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__previous_state__2.0__return_3_bin__minus_one_to_zero__41e28a85d3,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__previous_state__2.0__state_motif_2__1gt0__e4266b9c35,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__2.0__state_motif_2__1gt3__844a8e98f0,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__2.0__state_motif_2__1gt4__8b343b388a,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__2.0__state_motif_2__4gt5__f88da75ae0,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__2.0__state_motif_3__1gt2gt3__65e36edf1e,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__previous_state__2.0__state_motif_3__4gt2gt1__9c9cfa6dc4,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__previous_state__2.0__state_motif_3__5gt6gt5__6dc5723128,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__2.0__top_parent_loop__cycle_11__0409186d62,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__previous_state__2.0__universe_breadth_bin__weak__73e98c041c,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__previous_state__3.0__d91b1c27c8,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__previous_state__3.0__state_motif_3__0gt1gt0__475311526e,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__3.0__state_motif_3__4gt1gt3__top_loop_score_bin__middle__8bed2554fb,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__3.0__state_motif_4__4gt6gt4gt6__ac97ec3ba9,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__3.0__top_loop_score_bin__middle__15b84fa47c,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__previous_state__4.0__75eb70d09c,"[""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__previous_state__4.0__return_1_bin__minus_one_to_zero__same_orientation_repeat_bin__1__260cbb0b98,"[""fdr_not_passed""]"
short__previous_state__4.0__rolling_high_low_location_bin__low__same_orientation_repeat_bin__1__3f08537718,"[""fdr_not_passed""]"
short__previous_state__4.0__same_orientation_repeat_bin__1__3138f4f8ec,"[""fdr_not_passed""]"
short__previous_state__4.0__state_motif_2__0gt3__b1c62ae15e,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__4.0__state_motif_2__2gt1__stock_vs_market_return_bin__below_minus_one_scale__f5ee414fa3,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__4.0__state_motif_2__2gt6__stock_vs_market_return_bin__below_minus_one_scale__a4e6d42e8b,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__4.0__state_motif_2__3gt6__d0387319ef,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__4.0__state_motif_2__5gt4__c3074cf3cc,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__4.0__state_motif_3__3gt1gt0__ddbde9c019,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__4.0__stock_vs_market_return_bin__below_minus_one_scale__a68ec3a2b6,"[""chronology_not_consistent"",""fdr_not_passed""]"
short__previous_state__4.0__top_parent_loop__cycle_09__98408c5dbe,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__previous_state__4.0__typical_price_distance_bin__below_minus_one_scale__62b8a7e55d,"[""fdr_not_passed""]"
short__previous_state__5.0__c7f865f569,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__previous_state__5.0__range_to_cost_bin__high__realised_volatility_bin__high__8ae916ca81,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__previous_state__5.0__state_motif_2__1gt3__5f07eb08c5,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__5.0__state_motif_3__1gt0gt1__d023dd80df,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__5.0__stock_vs_universe_return_bin__above_plus_one_scale__0015179b40,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__previous_state__5.0__top_parent_loop__cycle_01__703817b2a1,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__5.0__top_parent_loop__cycle_04__e2b9202e2c,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions""]"
short__previous_state__5.0__top_parent_loop__cycle_05__ae10b7c1f4,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__5.0__top_second_margin_bin__middle__universe_breadth_bin__weak__4830cb7562,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__previous_state__6.0__ea319f272a,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__previous_state__6.0__state_motif_2__0gt3__e7cd0a6e98,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__6.0__state_motif_2__5gt6__stock_vs_market_return_bin__below_minus_one_scale__fa9868f93f,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__6.0__state_motif_3__6gt4gt3__98ab4b7b37,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__6.0__state_motif_4__6gt4gt2gt4__efcfd64c15,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__6.0__stock_vs_market_return_bin__below_minus_one_scale__22ae163911,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__previous_state__6.0__wick_asymmetry_bin__lower_dominant__dee6671bd7,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__previous_state__7.0__b8e8c9f660,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__previous_state__7.0__return_12_bin__minus_one_to_zero__7ffbf8811f,"[""fdr_not_passed"",""insufficient_rows""]"
short__previous_state__7.0__return_3_bin__minus_one_to_zero__6a26861e42,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__previous_state__7.0__return_3_bin__minus_one_to_zero__state_motif_2__4gt5__d373ac551a,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__7.0__return_3_bin__minus_one_to_zero__top_parent_loop__cycle_11__6c6917ebdf,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__7.0__return_6_bin__zero_to_plus_one__universe_breadth_bin__strong__1ba29be184,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_payoff""]"
short__previous_state__7.0__session_return_bin__zero_to_plus_one__fb33832d3d,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__previous_state__7.0__state_motif_2__2gt3__3a2c51fa81,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__7.0__state_motif_2__4gt2__typical_price_distance_bin__zero_to_plus_one__cc30011b0b,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__7.0__state_motif_2__5gt4__universe_breadth_bin__strong__a3bee95940,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__7.0__state_motif_3__3gt4gt3__e2b3b1741b,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__7.0__state_motif_3__4gt1gt3__universe_breadth_bin__strong__dbfc63aaec,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__7.0__state_motif_3__4gt3gt4__6baca1e6c8,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__7.0__state_motif_3__4gt6gt4__87e99934eb,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__7.0__state_motif_3__6gt3gt4__e26c7a329e,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__7.0__state_motif_4__1gt3gt1gt3__751c97960c,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__previous_state__7.0__top_parent_loop__cycle_07__2f77e6b9a3,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_payoff""]"
short__previous_state__7.0__typical_price_distance_bin__zero_to_plus_one__3b8b42d707,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__previous_state__7.0__universe_breadth_bin__mixed__ec7c1e9654,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__previous_state__7.0__universe_breadth_bin__strong__236b7b324f,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__1_2__8598c43c8e,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__1_2__realised_volatility_bin__middle__state_motif_2__0gt1__306b792912,"[""fdr_not_passed"",""insufficient_rows""]"
short__prior_completed_dwell_bin__1_2__return_6_bin__above_plus_one_scale__state_motif_2__6gt3__a36bc3397a,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__prior_completed_dwell_bin__1_2__same_orientation_repeat_bin__0__841a338d14,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__1_2__state_motif_2__6gt3__a5483b0ac7,"[""chronology_not_consistent"",""fdr_not_passed""]"
short__prior_completed_dwell_bin__1_2__state_motif_3__4gt2gt3__91612f32cd,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift""]"
short__prior_completed_dwell_bin__1_2__state_motif_3__6gt4gt6__ec212ed319,"[""chronology_not_consistent"",""fdr_not_passed""]"
short__prior_completed_dwell_bin__3_6__4861613012,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__3_6__return_12_bin__minus_one_to_zero__a009e06ff6,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__3_6__scheduled_bars_remaining_bin__41__stock_vs_universe_return_bin__minus_one_to_zero__796750e4f4,"[""fdr_not_passed""]"
short__prior_completed_dwell_bin__3_6__state_motif_2__5gt6__0d9604dc6a,"[""fdr_not_passed""]"
short__prior_completed_dwell_bin__3_6__state_motif_3__0gt1gt0__8b645e33bd,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__prior_completed_dwell_bin__3_6__state_motif_4__4gt6gt4gt6__64284634a4,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__3_6__top_parent_loop__cycle_05__a32dc4657d,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__3_6__wick_asymmetry_bin__upper_dominant__5d3fd4f2f7,"[""chronology_not_consistent"",""fdr_not_passed""]"
short__prior_completed_dwell_bin__7_plus__3ba3a89e67,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__7_plus__return_6_cross_sectional_rank_bin__top_20__typical_price_distance_bin__zero_to_plus_o__8ddb89748b,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__7_plus__rolling_high_low_location_bin__high__2633174734,"[""chronology_not_consistent"",""fdr_not_passed""]"
short__prior_completed_dwell_bin__7_plus__rolling_high_low_location_bin__high__same_orientation_repeat_bin__1__c1e2f87526,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift""]"
short__prior_completed_dwell_bin__7_plus__state_motif_2__2gt6__50ae0a79db,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__prior_completed_dwell_bin__7_plus__state_motif_4__1gt3gt1gt3__9ea78ba54d,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""stock_concentration""]"
short__prior_completed_dwell_bin__7_plus__typical_price_distance_bin__zero_to_plus_one__be04843ea7,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__7_plus__universe_breadth_bin__weak__4da22012ae,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__missing__c11f068fe3,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__missing__return_1_bin__above_plus_one_scale__1719b1c905,"[""fdr_not_passed"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__missing__return_1_bin__below_minus_one_scale__aa54077eea,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__missing__return_6_bin__above_plus_one_scale__d88cd1c207,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__missing__return_6_bin__above_plus_one_scale__top_second_margin_bin__low__630728c2e6,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__prior_completed_dwell_bin__missing__return_6_cross_sectional_rank_bin__bottom_20__0af6c09d59,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__missing__return_6_cross_sectional_rank_bin__bottom_20__state_motif_2__5gt2__d6e947ccd3,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__prior_completed_dwell_bin__missing__session_return_bin__zero_to_plus_one__6502fecf04,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""insufficient_sessions""]"
short__prior_completed_dwell_bin__missing__state_motif_3__1gt3gt1__219b69165e,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__prior_completed_dwell_bin__missing__stock_vs_universe_return_bin__zero_to_plus_one__8961e77eb4,"[""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__prior_completed_dwell_bin__missing__top_second_margin_bin__middle__a6f01e5a6e,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__range_to_cost_bin__high__f688bcc266,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__range_to_cost_bin__high__realised_volatility_bin__high__04123058be,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__range_to_cost_bin__high__realised_volatility_bin__high__state_motif_2__1gt4__208173fb47,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__range_to_cost_bin__high__realised_volatility_bin__middle__f613f1ba9c,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__range_to_cost_bin__high__return_6_cross_sectional_rank_bin__bottom_20__state_age_bin__7_plus__bb26a55fdf,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__range_to_cost_bin__high__state_motif_2__4gt5__699067c881,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows""]"
short__range_to_cost_bin__high__state_motif_3__1gt2gt1__4c536b6925,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__range_to_cost_bin__high__state_motif_3__4gt3gt4__c556eb6dc2,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_payoff""]"
short__range_to_cost_bin__high__stock_vs_market_return_bin__below_minus_one_scale__universe_breadth_bin__strong__34e5c536b0,"[""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift""]"
short__range_to_cost_bin__high__top_second_margin_bin__low__89fc307f87,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__high__4f3a7b61f5,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__high__return_12_cross_sectional_rank_bin__middle_60__rolling_high_low_location_bin__low__0c3cfe293f,"[""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__high__return_1_bin__below_minus_one_scale__90b759bfc4,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__high__return_3_bin__minus_one_to_zero__190ef9ea64,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__high__session_return_bin__below_minus_one_scale__cb5593c025,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__high__state_motif_2__3gt0__86d978877c,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__high__state_motif_2__4gt5__5497720264,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__high__state_motif_3__4gt1gt3__2a63dd144a,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows""]"
short__realised_volatility_bin__high__state_motif_3__6gt3gt4__6d7758db5c,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__high__state_motif_4__6gt4gt2gt4__top_loop_score_bin__high__fda6a922ae,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__realised_volatility_bin__high__state_motif_4__7gt5gt7gt5__feadce79fb,"[""fdr_not_passed""]"
short__realised_volatility_bin__high__stock_vs_universe_return_bin__above_plus_one_scale__92714d87e3,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__high__top_loop_score_bin__high__fc182d907c,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__high__typical_price_distance_bin__above_plus_one_scale__d3942326e8,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__high__typical_price_distance_bin__minus_one_to_zero__c12443a393,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__realised_volatility_bin__low__c1a2d5b1af,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__realised_volatility_bin__low__return_6_bin__above_plus_one_scale__return_6_cross_sectional_rank_bin__top_20__9e8288bc69,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__realised_volatility_bin__low__return_6_bin__zero_to_plus_one__a89ffedbf5,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__realised_volatility_bin__low__rolling_high_low_location_bin__low__470b54c240,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__realised_volatility_bin__low__same_orientation_repeat_bin__0__wick_asymmetry_bin__balanced__8216335e8c,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__realised_volatility_bin__low__state_motif_3__3gt0gt3__702aa6e427,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__realised_volatility_bin__low__state_motif_3__3gt6gt3__85e0002e92,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__realised_volatility_bin__low__state_motif_3__4gt2gt4__c75e85a4f4,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
short__realised_volatility_bin__low__stock_vs_universe_return_bin__below_minus_one_scale__6e2f0b324c,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
short__realised_volatility_bin__low__stock_vs_universe_return_bin__below_minus_one_scale__top_loop_orientation__bidirectional__84fe6b86be,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""stock_concentration""]"
short__realised_volatility_bin__low__stock_vs_universe_return_bin__below_minus_one_scale__typical_price_distance_bin__zero_to_p__0e5495aa24,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""stock_concentration""]"
