stock,session,checkpoint,signal_timestamp,partition_predecessor,partition_direct,_merge,episode_identity_match,episode_identity
HIMS,2025-01-22,6,2025-01-22 15:00:00+00:00,assessment,assessment,both,True,HIMS|2025-01-22|6|2025-01-22T15:00:00+00:00
HIMS,2025-02-14,6,2025-02-14 15:00:00+00:00,assessment,assessment,both,True,HIMS|2025-02-14|6|2025-02-14T15:00:00+00:00
HIMS,2025-02-14,14,2025-02-14 15:40:00+00:00,assessment,assessment,both,True,HIMS|2025-02-14|14|2025-02-14T15:40:00+00:00
HIMS,2025-03-17,6,2025-03-17 14:00:00+00:00,assessment,assessment,both,True,HIMS|2025-03-17|6|2025-03-17T14:00:00+00:00
HIMS,2025-03-26,6,2025-03-26 14:00:00+00:00,assessment,assessment,both,True,HIMS|2025-03-26|6|2025-03-26T14:00:00+00:00
HIMS,2025-04-15,6,2025-04-15 14:00:00+00:00,assessment,assessment,both,True,HIMS|2025-04-15|6|2025-04-15T14:00:00+00:00
HIMS,2025-04-23,6,2025-04-23 14:00:00+00:00,assessment,assessment,both,True,HIMS|2025-04-23|6|2025-04-23T14:00:00+00:00
HIMS,2025-06-11,6,2025-06-11 14:00:00+00:00,assessment,assessment,both,True,HIMS|2025-06-11|6|2025-06-11T14:00:00+00:00
HIMS,2025-07-18,6,2025-07-18 14:00:00+00:00,assessment,assessment,both,True,HIMS|2025-07-18|6|2025-07-18T14:00:00+00:00
HIMS,2025-07-21,6,2025-07-21 14:00:00+00:00,assessment,assessment,both,True,HIMS|2025-07-21|6|2025-07-21T14:00:00+00:00
IONQ,2024-01-25,6,2024-01-25 15:00:00+00:00,development,development,both,True,IONQ|2024-01-25|6|2024-01-25T15:00:00+00:00
IONQ,2024-02-12,6,2024-02-12 15:00:00+00:00,development,development,both,True,IONQ|2024-02-12|6|2024-02-12T15:00:00+00:00
IONQ,2024-07-08,6,2024-07-08 14:00:00+00:00,development,development,both,True,IONQ|2024-07-08|6|2024-07-08T14:00:00+00:00
IONQ,2024-07-11,6,2024-07-11 14:00:00+00:00,development,development,both,True,IONQ|2024-07-11|6|2024-07-11T14:00:00+00:00
IONQ,2024-07-15,6,2024-07-15 14:00:00+00:00,development,development,both,True,IONQ|2024-07-15|6|2024-07-15T14:00:00+00:00
IONQ,2024-10-03,8,2024-10-03 14:10:00+00:00,development,development,both,True,IONQ|2024-10-03|8|2024-10-03T14:10:00+00:00
IONQ,2024-10-07,6,2024-10-07 14:00:00+00:00,development,development,both,True,IONQ|2024-10-07|6|2024-10-07T14:00:00+00:00
IONQ,2024-10-08,6,2024-10-08 14:00:00+00:00,development,development,both,True,IONQ|2024-10-08|6|2024-10-08T14:00:00+00:00
IONQ,2024-10-10,6,2024-10-10 14:00:00+00:00,development,development,both,True,IONQ|2024-10-10|6|2024-10-10T14:00:00+00:00
IONQ,2024-11-07,6,2024-11-07 15:00:00+00:00,development,development,both,True,IONQ|2024-11-07|6|2024-11-07T15:00:00+00:00
IONQ,2024-12-31,6,2024-12-31 15:00:00+00:00,development,development,both,True,IONQ|2024-12-31|6|2024-12-31T15:00:00+00:00
IONQ,2025-01-02,6,2025-01-02 15:00:00+00:00,assessment,assessment,both,True,IONQ|2025-01-02|6|2025-01-02T15:00:00+00:00
IONQ,2025-01-30,6,2025-01-30 15:00:00+00:00,assessment,assessment,both,True,IONQ|2025-01-30|6|2025-01-30T15:00:00+00:00
IONQ,2025-01-30,14,2025-01-30 15:40:00+00:00,assessment,assessment,both,True,IONQ|2025-01-30|14|2025-01-30T15:40:00+00:00
IONQ,2025-01-31,6,2025-01-31 15:00:00+00:00,assessment,assessment,both,True,IONQ|2025-01-31|6|2025-01-31T15:00:00+00:00
IONQ,2025-02-03,6,2025-02-03 15:00:00+00:00,assessment,assessment,both,True,IONQ|2025-02-03|6|2025-02-03T15:00:00+00:00
IONQ,2025-02-03,26,2025-02-03 16:40:00+00:00,assessment,assessment,both,True,IONQ|2025-02-03|26|2025-02-03T16:40:00+00:00
IONQ,2025-02-05,6,2025-02-05 15:00:00+00:00,assessment,assessment,both,True,IONQ|2025-02-05|6|2025-02-05T15:00:00+00:00
IONQ,2025-02-05,14,2025-02-05 15:40:00+00:00,assessment,assessment,both,True,IONQ|2025-02-05|14|2025-02-05T15:40:00+00:00
IONQ,2025-02-06,6,2025-02-06 15:00:00+00:00,assessment,assessment,both,True,IONQ|2025-02-06|6|2025-02-06T15:00:00+00:00
IONQ,2025-02-07,6,2025-02-07 15:00:00+00:00,assessment,assessment,both,True,IONQ|2025-02-07|6|2025-02-07T15:00:00+00:00
IONQ,2025-02-28,6,2025-02-28 15:00:00+00:00,assessment,assessment,both,True,IONQ|2025-02-28|6|2025-02-28T15:00:00+00:00
IONQ,2025-03-27,6,2025-03-27 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-03-27|6|2025-03-27T14:00:00+00:00
IONQ,2025-03-31,6,2025-03-31 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-03-31|6|2025-03-31T14:00:00+00:00
IONQ,2025-04-01,6,2025-04-01 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-04-01|6|2025-04-01T14:00:00+00:00
IONQ,2025-04-02,6,2025-04-02 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-04-02|6|2025-04-02T14:00:00+00:00
IONQ,2025-04-17,6,2025-04-17 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-04-17|6|2025-04-17T14:00:00+00:00
IONQ,2025-05-13,6,2025-05-13 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-05-13|6|2025-05-13T14:00:00+00:00
IONQ,2025-05-14,6,2025-05-14 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-05-14|6|2025-05-14T14:00:00+00:00
IONQ,2025-05-21,6,2025-05-21 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-05-21|6|2025-05-21T14:00:00+00:00
IONQ,2025-05-22,6,2025-05-22 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-05-22|6|2025-05-22T14:00:00+00:00
IONQ,2025-06-03,6,2025-06-03 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-06-03|6|2025-06-03T14:00:00+00:00
IONQ,2025-06-23,6,2025-06-23 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-06-23|6|2025-06-23T14:00:00+00:00
IONQ,2025-06-26,6,2025-06-26 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-06-26|6|2025-06-26T14:00:00+00:00
IONQ,2025-06-30,6,2025-06-30 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-06-30|6|2025-06-30T14:00:00+00:00
IONQ,2025-06-30,14,2025-06-30 14:40:00+00:00,assessment,assessment,both,True,IONQ|2025-06-30|14|2025-06-30T14:40:00+00:00
IONQ,2025-08-07,6,2025-08-07 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-08-07|6|2025-08-07T14:00:00+00:00
IONQ,2025-08-08,6,2025-08-08 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-08-08|6|2025-08-08T14:00:00+00:00
IONQ,2025-08-11,6,2025-08-11 14:00:00+00:00,assessment,assessment,both,True,IONQ|2025-08-11|6|2025-08-11T14:00:00+00:00
IREN,2024-02-26,6,2024-02-26 15:00:00+00:00,development,development,both,True,IREN|2024-02-26|6|2024-02-26T15:00:00+00:00
IREN,2024-06-10,6,2024-06-10 14:00:00+00:00,development,development,both,True,IREN|2024-06-10|6|2024-06-10T14:00:00+00:00
IREN,2024-06-11,6,2024-06-11 14:00:00+00:00,development,development,both,True,IREN|2024-06-11|6|2024-06-11T14:00:00+00:00
IREN,2024-06-24,6,2024-06-24 14:00:00+00:00,development,development,both,True,IREN|2024-06-24|6|2024-06-24T14:00:00+00:00
IREN,2024-06-25,6,2024-06-25 14:00:00+00:00,development,development,both,True,IREN|2024-06-25|6|2024-06-25T14:00:00+00:00
IREN,2024-06-26,6,2024-06-26 14:00:00+00:00,development,development,both,True,IREN|2024-06-26|6|2024-06-26T14:00:00+00:00
IREN,2024-07-31,6,2024-07-31 14:00:00+00:00,development,development,both,True,IREN|2024-07-31|6|2024-07-31T14:00:00+00:00
IREN,2024-08-16,6,2024-08-16 14:00:00+00:00,development,development,both,True,IREN|2024-08-16|6|2024-08-16T14:00:00+00:00
IREN,2024-08-29,6,2024-08-29 14:00:00+00:00,development,development,both,True,IREN|2024-08-29|6|2024-08-29T14:00:00+00:00
IREN,2024-09-24,6,2024-09-24 14:00:00+00:00,development,development,both,True,IREN|2024-09-24|6|2024-09-24T14:00:00+00:00
IREN,2024-09-25,6,2024-09-25 14:00:00+00:00,development,development,both,True,IREN|2024-09-25|6|2024-09-25T14:00:00+00:00
IREN,2024-10-15,6,2024-10-15 14:00:00+00:00,development,development,both,True,IREN|2024-10-15|6|2024-10-15T14:00:00+00:00
IREN,2024-10-15,14,2024-10-15 14:40:00+00:00,development,development,both,True,IREN|2024-10-15|14|2024-10-15T14:40:00+00:00
IREN,2024-10-18,6,2024-10-18 14:00:00+00:00,development,development,both,True,IREN|2024-10-18|6|2024-10-18T14:00:00+00:00
IREN,2024-10-24,6,2024-10-24 14:00:00+00:00,development,development,both,True,IREN|2024-10-24|6|2024-10-24T14:00:00+00:00
IREN,2024-11-11,6,2024-11-11 15:00:00+00:00,development,development,both,True,IREN|2024-11-11|6|2024-11-11T15:00:00+00:00
IREN,2024-11-21,6,2024-11-21 15:00:00+00:00,development,development,both,True,IREN|2024-11-21|6|2024-11-21T15:00:00+00:00
IREN,2025-02-14,6,2025-02-14 15:00:00+00:00,assessment,assessment,both,True,IREN|2025-02-14|6|2025-02-14T15:00:00+00:00
IREN,2025-04-03,6,2025-04-03 14:00:00+00:00,assessment,assessment,both,True,IREN|2025-04-03|6|2025-04-03T14:00:00+00:00
IREN,2025-04-22,6,2025-04-22 14:00:00+00:00,assessment,assessment,both,True,IREN|2025-04-22|6|2025-04-22T14:00:00+00:00
IREN,2025-05-16,6,2025-05-16 14:00:00+00:00,assessment,assessment,both,True,IREN|2025-05-16|6|2025-05-16T14:00:00+00:00
IREN,2025-06-20,6,2025-06-20 14:00:00+00:00,assessment,assessment,both,True,IREN|2025-06-20|6|2025-06-20T14:00:00+00:00
IREN,2025-06-23,6,2025-06-23 14:00:00+00:00,assessment,assessment,both,True,IREN|2025-06-23|6|2025-06-23T14:00:00+00:00
IREN,2025-07-21,6,2025-07-21 14:00:00+00:00,assessment,assessment,both,True,IREN|2025-07-21|6|2025-07-21T14:00:00+00:00
MARA,2024-02-08,6,2024-02-08 15:00:00+00:00,development,development,both,True,MARA|2024-02-08|6|2024-02-08T15:00:00+00:00
MARA,2024-02-28,6,2024-02-28 15:00:00+00:00,development,development,both,True,MARA|2024-02-28|6|2024-02-28T15:00:00+00:00
MARA,2024-05-28,6,2024-05-28 14:00:00+00:00,development,development,both,True,MARA|2024-05-28|6|2024-05-28T14:00:00+00:00
MARA,2024-05-29,6,2024-05-29 14:00:00+00:00,development,development,both,True,MARA|2024-05-29|6|2024-05-29T14:00:00+00:00
MARA,2024-06-13,6,2024-06-13 14:00:00+00:00,development,development,both,True,MARA|2024-06-13|6|2024-06-13T14:00:00+00:00
MARA,2024-07-01,14,2024-07-01 14:40:00+00:00,development,development,both,True,MARA|2024-07-01|14|2024-07-01T14:40:00+00:00
MARA,2024-07-17,6,2024-07-17 14:00:00+00:00,development,development,both,True,MARA|2024-07-17|6|2024-07-17T14:00:00+00:00
MARA,2024-07-19,6,2024-07-19 14:00:00+00:00,development,development,both,True,MARA|2024-07-19|6|2024-07-19T14:00:00+00:00
MARA,2024-08-02,6,2024-08-02 14:00:00+00:00,development,development,both,True,MARA|2024-08-02|6|2024-08-02T14:00:00+00:00
MARA,2024-08-05,6,2024-08-05 14:00:00+00:00,development,development,both,True,MARA|2024-08-05|6|2024-08-05T14:00:00+00:00
MARA,2024-08-05,22,2024-08-05 15:20:00+00:00,development,development,both,True,MARA|2024-08-05|22|2024-08-05T15:20:00+00:00
MARA,2024-08-16,6,2024-08-16 14:00:00+00:00,development,development,both,True,MARA|2024-08-16|6|2024-08-16T14:00:00+00:00
MARA,2024-08-21,6,2024-08-21 14:00:00+00:00,development,development,both,True,MARA|2024-08-21|6|2024-08-21T14:00:00+00:00
MARA,2025-01-02,6,2025-01-02 15:00:00+00:00,assessment,assessment,both,True,MARA|2025-01-02|6|2025-01-02T15:00:00+00:00
MARA,2025-01-03,14,2025-01-03 15:40:00+00:00,assessment,assessment,both,True,MARA|2025-01-03|14|2025-01-03T15:40:00+00:00
MARA,2025-01-06,6,2025-01-06 15:00:00+00:00,assessment,assessment,both,True,MARA|2025-01-06|6|2025-01-06T15:00:00+00:00
MARA,2025-02-28,6,2025-02-28 15:00:00+00:00,assessment,assessment,both,True,MARA|2025-02-28|6|2025-02-28T15:00:00+00:00
MARA,2025-04-02,6,2025-04-02 14:00:00+00:00,assessment,assessment,both,True,MARA|2025-04-02|6|2025-04-02T14:00:00+00:00
MARA,2025-04-04,6,2025-04-04 14:00:00+00:00,assessment,assessment,both,True,MARA|2025-04-04|6|2025-04-04T14:00:00+00:00
MARA,2025-04-22,6,2025-04-22 14:00:00+00:00,assessment,assessment,both,True,MARA|2025-04-22|6|2025-04-22T14:00:00+00:00
MARA,2025-05-12,6,2025-05-12 14:00:00+00:00,assessment,assessment,both,True,MARA|2025-05-12|6|2025-05-12T14:00:00+00:00
MARA,2025-05-21,6,2025-05-21 14:00:00+00:00,assessment,assessment,both,True,MARA|2025-05-21|6|2025-05-21T14:00:00+00:00
MARA,2025-05-22,6,2025-05-22 14:00:00+00:00,assessment,assessment,both,True,MARA|2025-05-22|6|2025-05-22T14:00:00+00:00
MARA,2025-07-02,6,2025-07-02 14:00:00+00:00,assessment,assessment,both,True,MARA|2025-07-02|6|2025-07-02T14:00:00+00:00
MARA,2025-07-07,6,2025-07-07 14:00:00+00:00,assessment,assessment,both,True,MARA|2025-07-07|6|2025-07-07T14:00:00+00:00
MARA,2025-07-18,6,2025-07-18 14:00:00+00:00,assessment,assessment,both,True,MARA|2025-07-18|6|2025-07-18T14:00:00+00:00
MARA,2025-08-18,6,2025-08-18 14:00:00+00:00,assessment,assessment,both,True,MARA|2025-08-18|6|2025-08-18T14:00:00+00:00
MP,2024-04-11,6,2024-04-11 14:00:00+00:00,development,development,both,True,MP|2024-04-11|6|2024-04-11T14:00:00+00:00
MP,2024-04-15,6,2024-04-15 14:00:00+00:00,development,development,both,True,MP|2024-04-15|6|2024-04-15T14:00:00+00:00
MP,2024-12-09,6,2024-12-09 15:00:00+00:00,development,development,both,True,MP|2024-12-09|6|2024-12-09T15:00:00+00:00
MP,2025-01-10,6,2025-01-10 15:00:00+00:00,assessment,assessment,both,True,MP|2025-01-10|6|2025-01-10T15:00:00+00:00
MP,2025-01-10,14,2025-01-10 15:40:00+00:00,assessment,assessment,both,True,MP|2025-01-10|14|2025-01-10T15:40:00+00:00
MP,2025-05-13,6,2025-05-13 14:00:00+00:00,assessment,assessment,both,True,MP|2025-05-13|6|2025-05-13T14:00:00+00:00
MP,2025-05-30,6,2025-05-30 14:00:00+00:00,assessment,assessment,both,True,MP|2025-05-30|6|2025-05-30T14:00:00+00:00
MP,2025-06-03,10,2025-06-03 14:20:00+00:00,assessment,assessment,both,True,MP|2025-06-03|10|2025-06-03T14:20:00+00:00
MP,2025-07-10,6,2025-07-10 14:00:00+00:00,assessment,assessment,both,True,MP|2025-07-10|6|2025-07-10T14:00:00+00:00
MP,2025-07-11,6,2025-07-11 14:00:00+00:00,assessment,assessment,both,True,MP|2025-07-11|6|2025-07-11T14:00:00+00:00
MP,2025-07-28,6,2025-07-28 14:00:00+00:00,assessment,assessment,both,True,MP|2025-07-28|6|2025-07-28T14:00:00+00:00
MP,2025-07-29,6,2025-07-29 14:00:00+00:00,assessment,assessment,both,True,MP|2025-07-29|6|2025-07-29T14:00:00+00:00
MP,2025-07-30,6,2025-07-30 14:00:00+00:00,assessment,assessment,both,True,MP|2025-07-30|6|2025-07-30T14:00:00+00:00
MP,2025-07-31,6,2025-07-31 14:00:00+00:00,assessment,assessment,both,True,MP|2025-07-31|6|2025-07-31T14:00:00+00:00
MP,2025-07-31,14,2025-07-31 14:40:00+00:00,assessment,assessment,both,True,MP|2025-07-31|14|2025-07-31T14:40:00+00:00
MP,2025-08-01,8,2025-08-01 14:10:00+00:00,assessment,assessment,both,True,MP|2025-08-01|8|2025-08-01T14:10:00+00:00
MP,2025-08-04,6,2025-08-04 14:00:00+00:00,assessment,assessment,both,True,MP|2025-08-04|6|2025-08-04T14:00:00+00:00
MP,2025-08-04,20,2025-08-04 15:10:00+00:00,assessment,assessment,both,True,MP|2025-08-04|20|2025-08-04T15:10:00+00:00
MP,2025-08-04,30,2025-08-04 16:00:00+00:00,assessment,assessment,both,True,MP|2025-08-04|30|2025-08-04T16:00:00+00:00
MRNA,2024-02-15,6,2024-02-15 15:00:00+00:00,development,development,both,True,MRNA|2024-02-15|6|2024-02-15T15:00:00+00:00
MRNA,2024-05-10,6,2024-05-10 14:00:00+00:00,development,development,both,True,MRNA|2024-05-10|6|2024-05-10T14:00:00+00:00
MRNA,2024-05-24,6,2024-05-24 14:00:00+00:00,development,development,both,True,MRNA|2024-05-24|6|2024-05-24T14:00:00+00:00
MRNA,2024-05-28,6,2024-05-28 14:00:00+00:00,development,development,both,True,MRNA|2024-05-28|6|2024-05-28T14:00:00+00:00
MRNA,2024-06-03,6,2024-06-03 14:00:00+00:00,development,development,both,True,MRNA|2024-06-03|6|2024-06-03T14:00:00+00:00
MRNA,2024-06-03,14,2024-06-03 14:40:00+00:00,development,development,both,True,MRNA|2024-06-03|14|2024-06-03T14:40:00+00:00
MRNA,2024-07-16,6,2024-07-16 14:00:00+00:00,development,development,both,True,MRNA|2024-07-16|6|2024-07-16T14:00:00+00:00
MRNA,2024-09-09,6,2024-09-09 14:00:00+00:00,development,development,both,True,MRNA|2024-09-09|6|2024-09-09T14:00:00+00:00
MRNA,2024-09-30,6,2024-09-30 14:00:00+00:00,development,development,both,True,MRNA|2024-09-30|6|2024-09-30T14:00:00+00:00
MRNA,2024-11-15,6,2024-11-15 15:00:00+00:00,development,development,both,True,MRNA|2024-11-15|6|2024-11-15T15:00:00+00:00
MRNA,2024-11-22,6,2024-11-22 15:00:00+00:00,development,development,both,True,MRNA|2024-11-22|6|2024-11-22T15:00:00+00:00
MRNA,2024-11-22,28,2024-11-22 16:50:00+00:00,development,development,both,True,MRNA|2024-11-22|28|2024-11-22T16:50:00+00:00
MRNA,2024-12-05,10,2024-12-05 15:20:00+00:00,development,development,both,True,MRNA|2024-12-05|10|2024-12-05T15:20:00+00:00
MRNA,2024-12-06,6,2024-12-06 15:00:00+00:00,development,development,both,True,MRNA|2024-12-06|6|2024-12-06T15:00:00+00:00
MRNA,2024-12-16,6,2024-12-16 15:00:00+00:00,development,development,both,True,MRNA|2024-12-16|6|2024-12-16T15:00:00+00:00
MRNA,2024-12-17,6,2024-12-17 15:00:00+00:00,development,development,both,True,MRNA|2024-12-17|6|2024-12-17T15:00:00+00:00
MRNA,2025-02-25,6,2025-02-25 15:00:00+00:00,assessment,assessment,both,True,MRNA|2025-02-25|6|2025-02-25T15:00:00+00:00
MRNA,2025-02-27,6,2025-02-27 15:00:00+00:00,assessment,assessment,both,True,MRNA|2025-02-27|6|2025-02-27T15:00:00+00:00
MRNA,2025-03-05,6,2025-03-05 15:00:00+00:00,assessment,assessment,both,True,MRNA|2025-03-05|6|2025-03-05T15:00:00+00:00
MRNA,2025-06-02,6,2025-06-02 14:00:00+00:00,assessment,assessment,both,True,MRNA|2025-06-02|6|2025-06-02T14:00:00+00:00
MRNA,2025-06-03,6,2025-06-03 14:00:00+00:00,assessment,assessment,both,True,MRNA|2025-06-03|6|2025-06-03T14:00:00+00:00
MRNA,2025-08-11,6,2025-08-11 14:00:00+00:00,assessment,assessment,both,True,MRNA|2025-08-11|6|2025-08-11T14:00:00+00:00
MSTR,2024-05-23,6,2024-05-23 14:00:00+00:00,development,development,both,True,MSTR|2024-05-23|6|2024-05-23T14:00:00+00:00
MSTR,2024-07-19,6,2024-07-19 14:00:00+00:00,development,development,both,True,MSTR|2024-07-19|6|2024-07-19T14:00:00+00:00
MSTR,2025-01-23,6,2025-01-23 15:00:00+00:00,assessment,assessment,both,True,MSTR|2025-01-23|6|2025-01-23T15:00:00+00:00
MSTR,2025-03-18,6,2025-03-18 14:00:00+00:00,assessment,assessment,both,True,MSTR|2025-03-18|6|2025-03-18T14:00:00+00:00
MSTR,2025-03-18,14,2025-03-18 14:40:00+00:00,assessment,assessment,both,True,MSTR|2025-03-18|14|2025-03-18T14:40:00+00:00
MSTR,2025-03-24,6,2025-03-24 14:00:00+00:00,assessment,assessment,both,True,MSTR|2025-03-24|6|2025-03-24T14:00:00+00:00
MSTR,2025-03-25,6,2025-03-25 14:00:00+00:00,assessment,assessment,both,True,MSTR|2025-03-25|6|2025-03-25T14:00:00+00:00
MSTR,2025-03-27,6,2025-03-27 14:00:00+00:00,assessment,assessment,both,True,MSTR|2025-03-27|6|2025-03-27T14:00:00+00:00
MSTR,2025-03-31,6,2025-03-31 14:00:00+00:00,assessment,assessment,both,True,MSTR|2025-03-31|6|2025-03-31T14:00:00+00:00
MSTR,2025-04-02,6,2025-04-02 14:00:00+00:00,assessment,assessment,both,True,MSTR|2025-04-02|6|2025-04-02T14:00:00+00:00
MSTR,2025-04-03,6,2025-04-03 14:00:00+00:00,assessment,assessment,both,True,MSTR|2025-04-03|6|2025-04-03T14:00:00+00:00
MSTR,2025-04-04,6,2025-04-04 14:00:00+00:00,assessment,assessment,both,True,MSTR|2025-04-04|6|2025-04-04T14:00:00+00:00
MSTR,2025-04-04,16,2025-04-04 14:50:00+00:00,assessment,assessment,both,True,MSTR|2025-04-04|16|2025-04-04T14:50:00+00:00
MSTR,2025-07-22,6,2025-07-22 14:00:00+00:00,assessment,assessment,both,True,MSTR|2025-07-22|6|2025-07-22T14:00:00+00:00
NVTS,2024-06-12,6,2024-06-12 14:00:00+00:00,development,development,both,True,NVTS|2024-06-12|6|2024-06-12T14:00:00+00:00
NVTS,2024-07-12,6,2024-07-12 14:00:00+00:00,development,development,both,True,NVTS|2024-07-12|6|2024-07-12T14:00:00+00:00
NVTS,2024-10-11,6,2024-10-11 14:00:00+00:00,development,development,both,True,NVTS|2024-10-11|6|2024-10-11T14:00:00+00:00
NVTS,2024-10-14,6,2024-10-14 14:00:00+00:00,development,development,both,True,NVTS|2024-10-14|6|2024-10-14T14:00:00+00:00
NVTS,2025-05-09,6,2025-05-09 14:00:00+00:00,assessment,assessment,both,True,NVTS|2025-05-09|6|2025-05-09T14:00:00+00:00
NVTS,2025-05-12,6,2025-05-12 14:00:00+00:00,assessment,assessment,both,True,NVTS|2025-05-12|6|2025-05-12T14:00:00+00:00
NVTS,2025-07-02,6,2025-07-02 14:00:00+00:00,assessment,assessment,both,True,NVTS|2025-07-02|6|2025-07-02T14:00:00+00:00
NVTS,2025-07-03,6,2025-07-03 14:00:00+00:00,assessment,assessment,both,True,NVTS|2025-07-03|6|2025-07-03T14:00:00+00:00
NVTS,2025-07-07,6,2025-07-07 14:00:00+00:00,assessment,assessment,both,True,NVTS|2025-07-07|6|2025-07-07T14:00:00+00:00
NVTS,2025-07-25,10,2025-07-25 14:20:00+00:00,assessment,assessment,both,True,NVTS|2025-07-25|10|2025-07-25T14:20:00+00:00
NVTS,2025-07-28,6,2025-07-28 14:00:00+00:00,assessment,assessment,both,True,NVTS|2025-07-28|6|2025-07-28T14:00:00+00:00
NVTS,2025-08-13,6,2025-08-13 14:00:00+00:00,assessment,assessment,both,True,NVTS|2025-08-13|6|2025-08-13T14:00:00+00:00
NVTS,2025-08-14,6,2025-08-14 14:00:00+00:00,assessment,assessment,both,True,NVTS|2025-08-14|6|2025-08-14T14:00:00+00:00
QBTS,2024-02-07,6,2024-02-07 15:00:00+00:00,development,development,both,True,QBTS|2024-02-07|6|2024-02-07T15:00:00+00:00
QBTS,2024-11-07,14,2024-11-07 15:40:00+00:00,development,development,both,True,QBTS|2024-11-07|14|2024-11-07T15:40:00+00:00
QBTS,2025-04-11,6,2025-04-11 14:00:00+00:00,assessment,assessment,both,True,QBTS|2025-04-11|6|2025-04-11T14:00:00+00:00
QBTS,2025-04-11,14,2025-04-11 14:40:00+00:00,assessment,assessment,both,True,QBTS|2025-04-11|14|2025-04-11T14:40:00+00:00
QBTS,2025-06-10,6,2025-06-10 14:00:00+00:00,assessment,assessment,both,True,QBTS|2025-06-10|6|2025-06-10T14:00:00+00:00
QBTS,2025-06-11,6,2025-06-11 14:00:00+00:00,assessment,assessment,both,True,QBTS|2025-06-11|6|2025-06-11T14:00:00+00:00
QBTS,2025-07-09,6,2025-07-09 14:00:00+00:00,assessment,assessment,both,True,QBTS|2025-07-09|6|2025-07-09T14:00:00+00:00
QBTS,2025-07-21,6,2025-07-21 14:00:00+00:00,assessment,assessment,both,True,QBTS|2025-07-21|6|2025-07-21T14:00:00+00:00
QBTS,2025-07-23,6,2025-07-23 14:00:00+00:00,assessment,assessment,both,True,QBTS|2025-07-23|6|2025-07-23T14:00:00+00:00
QBTS,2025-08-05,6,2025-08-05 14:00:00+00:00,assessment,assessment,both,True,QBTS|2025-08-05|6|2025-08-05T14:00:00+00:00
RGTI,2025-02-28,6,2025-02-28 15:00:00+00:00,assessment,assessment,both,True,RGTI|2025-02-28|6|2025-02-28T15:00:00+00:00
RGTI,2025-03-21,6,2025-03-21 14:00:00+00:00,assessment,assessment,both,True,RGTI|2025-03-21|6|2025-03-21T14:00:00+00:00
RGTI,2025-03-24,6,2025-03-24 14:00:00+00:00,assessment,assessment,both,True,RGTI|2025-03-24|6|2025-03-24T14:00:00+00:00
RGTI,2025-03-31,6,2025-03-31 14:00:00+00:00,assessment,assessment,both,True,RGTI|2025-03-31|6|2025-03-31T14:00:00+00:00
RGTI,2025-04-02,6,2025-04-02 14:00:00+00:00,assessment,assessment,both,True,RGTI|2025-04-02|6|2025-04-02T14:00:00+00:00
RGTI,2025-04-25,8,2025-04-25 14:10:00+00:00,assessment,assessment,both,True,RGTI|2025-04-25|8|2025-04-25T14:10:00+00:00
RGTI,2025-04-28,6,2025-04-28 14:00:00+00:00,assessment,assessment,both,True,RGTI|2025-04-28|6|2025-04-28T14:00:00+00:00
RGTI,2025-05-14,6,2025-05-14 14:00:00+00:00,assessment,assessment,both,True,RGTI|2025-05-14|6|2025-05-14T14:00:00+00:00
RGTI,2025-05-14,22,2025-05-14 15:20:00+00:00,assessment,assessment,both,True,RGTI|2025-05-14|22|2025-05-14T15:20:00+00:00
RGTI,2025-05-15,6,2025-05-15 14:00:00+00:00,assessment,assessment,both,True,RGTI|2025-05-15|6|2025-05-15T14:00:00+00:00
RGTI,2025-05-19,8,2025-05-19 14:10:00+00:00,assessment,assessment,both,True,RGTI|2025-05-19|8|2025-05-19T14:10:00+00:00
RGTI,2025-05-20,6,2025-05-20 14:00:00+00:00,assessment,assessment,both,True,RGTI|2025-05-20|6|2025-05-20T14:00:00+00:00
RGTI,2025-05-20,14,2025-05-20 14:40:00+00:00,assessment,assessment,both,True,RGTI|2025-05-20|14|2025-05-20T14:40:00+00:00
RGTI,2025-05-21,6,2025-05-21 14:00:00+00:00,assessment,assessment,both,True,RGTI|2025-05-21|6|2025-05-21T14:00:00+00:00
RGTI,2025-05-27,6,2025-05-27 14:00:00+00:00,assessment,assessment,both,True,RGTI|2025-05-27|6|2025-05-27T14:00:00+00:00
RGTI,2025-06-03,6,2025-06-03 14:00:00+00:00,assessment,assessment,both,True,RGTI|2025-06-03|6|2025-06-03T14:00:00+00:00
