period,analysis_level,exclusion_dimension,excluded,subgroup_type,subgroup,quantity,n,sessions,mean,median,status
assessment,high_tail_checkpoint,stock,APLD,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,832,125,0.41257648776165634,0.4067870725641922,descriptive_support_available
assessment,high_tail_checkpoint,stock,ASTS,phase,FIRST_ENTRY,future_absolute_10m,348,124,0.009824238119467298,0.007281484290675199,descriptive_support_available
assessment,high_tail_checkpoint,stock,ASTS,phase,FIRST_ENTRY,future_absolute_15m,348,124,0.011153194744019415,0.00847854429824996,descriptive_support_available
assessment,high_tail_checkpoint,stock,ASTS,phase,FIRST_ENTRY,post_share_of_local_range_v1,348,124,0.42346851587674605,0.4225385672288494,descriptive_support_available
assessment,high_tail_checkpoint,stock,ASTS,phase,PERSISTENT,future_absolute_10m,440,78,0.009674416653404369,0.007756708795489173,descriptive_support_available
assessment,high_tail_checkpoint,stock,ASTS,phase,PERSISTENT,future_absolute_15m,440,78,0.012454901453686017,0.009712356816876645,descriptive_support_available
assessment,high_tail_checkpoint,stock,ASTS,phase,PERSISTENT,post_share_of_local_range_v1,440,78,0.41116181863655826,0.4038960938409756,descriptive_support_available
assessment,high_tail_checkpoint,stock,ASTS,phase,RE_ENTRY,future_absolute_10m,59,41,0.008352255810552043,0.005582871844667468,descriptive_support_available
assessment,high_tail_checkpoint,stock,ASTS,phase,RE_ENTRY,future_absolute_15m,59,41,0.008325783456454868,0.006145642124133318,descriptive_support_available
assessment,high_tail_checkpoint,stock,ASTS,phase,RE_ENTRY,post_share_of_local_range_v1,59,41,0.3998334517128876,0.4117187671173877,descriptive_support_available
assessment,high_tail_checkpoint,stock,ASTS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,20,17,0.005926770515816667,0.004172831496079089,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,ASTS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,20,17,0.007526530652811898,0.004391076866437823,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,ASTS,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,20,17,0.5363480355108735,0.5321633498169792,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,ASTS,movement_consumed_bucket,HIGH,future_absolute_10m,827,124,0.009733767685101305,0.007511063222783207,descriptive_support_available
assessment,high_tail_checkpoint,stock,ASTS,movement_consumed_bucket,HIGH,future_absolute_15m,827,124,0.01173175214197727,0.009049835519918038,descriptive_support_available
assessment,high_tail_checkpoint,stock,ASTS,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,827,124,0.4125047843603823,0.4081961456210619,descriptive_support_available
assessment,high_tail_checkpoint,stock,CIFR,phase,FIRST_ENTRY,future_absolute_10m,352,125,0.009881005207873907,0.007281484290675199,descriptive_support_available
assessment,high_tail_checkpoint,stock,CIFR,phase,FIRST_ENTRY,future_absolute_15m,352,125,0.011460839829185982,0.00875971915385754,descriptive_support_available
assessment,high_tail_checkpoint,stock,CIFR,phase,FIRST_ENTRY,post_share_of_local_range_v1,352,125,0.4238745835728545,0.423010983812791,descriptive_support_available
assessment,high_tail_checkpoint,stock,CIFR,phase,PERSISTENT,future_absolute_10m,439,77,0.00986789206962297,0.00778835689264815,descriptive_support_available
assessment,high_tail_checkpoint,stock,CIFR,phase,PERSISTENT,future_absolute_15m,439,77,0.012476908925313798,0.009735492954001935,descriptive_support_available
assessment,high_tail_checkpoint,stock,CIFR,phase,PERSISTENT,post_share_of_local_range_v1,439,77,0.41215497859496236,0.4039587941182495,descriptive_support_available
assessment,high_tail_checkpoint,stock,CIFR,phase,RE_ENTRY,future_absolute_10m,60,41,0.008311103854090137,0.005651610230268545,descriptive_support_available
assessment,high_tail_checkpoint,stock,CIFR,phase,RE_ENTRY,future_absolute_15m,60,41,0.008350440752212009,0.00612087277691317,descriptive_support_available
assessment,high_tail_checkpoint,stock,CIFR,phase,RE_ENTRY,post_share_of_local_range_v1,60,41,0.4013899640503398,0.4067468576870581,descriptive_support_available
assessment,high_tail_checkpoint,stock,CIFR,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,20,17,0.005926770515816667,0.004172831496079089,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,CIFR,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,20,17,0.007526530652811898,0.004391076866437823,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,CIFR,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,20,17,0.5363480355108735,0.5321633498169792,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,CIFR,movement_consumed_bucket,HIGH,future_absolute_10m,831,125,0.009855895634976145,0.007548284150763258,descriptive_support_available
assessment,high_tail_checkpoint,stock,CIFR,movement_consumed_bucket,HIGH,future_absolute_15m,831,125,0.011867718977331777,0.009049835519918038,descriptive_support_available
assessment,high_tail_checkpoint,stock,CIFR,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,831,125,0.4133529797276007,0.4082736541119463,descriptive_support_available
assessment,high_tail_checkpoint,stock,HIMS,phase,FIRST_ENTRY,future_absolute_10m,355,124,0.010007715681220808,0.0074716349686373505,descriptive_support_available
assessment,high_tail_checkpoint,stock,HIMS,phase,FIRST_ENTRY,future_absolute_15m,355,124,0.011716539240911747,0.009104769756165065,descriptive_support_available
assessment,high_tail_checkpoint,stock,HIMS,phase,FIRST_ENTRY,post_share_of_local_range_v1,355,124,0.4225221024251278,0.4221203680366587,descriptive_support_available
assessment,high_tail_checkpoint,stock,HIMS,phase,PERSISTENT,future_absolute_10m,449,76,0.009871424772345103,0.00795642965282864,descriptive_support_available
assessment,high_tail_checkpoint,stock,HIMS,phase,PERSISTENT,future_absolute_15m,449,76,0.012646922511471327,0.009921458931385766,descriptive_support_available
assessment,high_tail_checkpoint,stock,HIMS,phase,PERSISTENT,post_share_of_local_range_v1,449,76,0.4116528901636036,0.40374251700170444,descriptive_support_available
assessment,high_tail_checkpoint,stock,HIMS,phase,RE_ENTRY,future_absolute_10m,64,43,0.008089758013851351,0.00528775622172032,descriptive_support_available
assessment,high_tail_checkpoint,stock,HIMS,phase,RE_ENTRY,future_absolute_15m,64,43,0.008333169845259992,0.006379304845957848,descriptive_support_available
assessment,high_tail_checkpoint,stock,HIMS,phase,RE_ENTRY,post_share_of_local_range_v1,64,43,0.4022049191129117,0.4103964945452278,descriptive_support_available
assessment,high_tail_checkpoint,stock,HIMS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,20,17,0.005926770515816667,0.004172831496079089,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,HIMS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,20,17,0.007526530652811898,0.004391076866437823,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,HIMS,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,20,17,0.5363480355108735,0.5321633498169792,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,HIMS,movement_consumed_bucket,HIGH,future_absolute_10m,848,124,0.009887049401163315,0.007693567072626398,descriptive_support_available
assessment,high_tail_checkpoint,stock,HIMS,movement_consumed_bucket,HIGH,future_absolute_15m,848,124,0.012052631951904123,0.00921870537988077,descriptive_support_available
assessment,high_tail_checkpoint,stock,HIMS,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,848,124,0.4125491133931454,0.40670629577046313,descriptive_support_available
assessment,high_tail_checkpoint,stock,IONQ,phase,FIRST_ENTRY,future_absolute_10m,337,124,0.009941343165949747,0.007696692630057314,descriptive_support_available
assessment,high_tail_checkpoint,stock,IONQ,phase,FIRST_ENTRY,future_absolute_15m,337,124,0.011221357256031817,0.008441553690318035,descriptive_support_available
assessment,high_tail_checkpoint,stock,IONQ,phase,FIRST_ENTRY,post_share_of_local_range_v1,337,124,0.4197061494472894,0.41656487642528095,descriptive_support_available
assessment,high_tail_checkpoint,stock,IONQ,phase,PERSISTENT,future_absolute_10m,405,75,0.009555160997789488,0.0076684328250280955,descriptive_support_available
assessment,high_tail_checkpoint,stock,IONQ,phase,PERSISTENT,future_absolute_15m,405,75,0.012369208345477008,0.009610023625543319,descriptive_support_available
assessment,high_tail_checkpoint,stock,IONQ,phase,PERSISTENT,post_share_of_local_range_v1,405,75,0.4115258622434236,0.4038333935637017,descriptive_support_available
assessment,high_tail_checkpoint,stock,IONQ,phase,RE_ENTRY,future_absolute_10m,59,42,0.008380891963850525,0.005512126740500805,descriptive_support_available
assessment,high_tail_checkpoint,stock,IONQ,phase,RE_ENTRY,future_absolute_15m,59,42,0.008511703177751169,0.006612967567782377,descriptive_support_available
assessment,high_tail_checkpoint,stock,IONQ,phase,RE_ENTRY,post_share_of_local_range_v1,59,42,0.402335241836262,0.4117187671173877,descriptive_support_available
assessment,high_tail_checkpoint,stock,IONQ,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,15,12,0.005865034684770278,0.003781608416755335,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,IONQ,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,15,12,0.006176676688492625,0.004334870754795785,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,IONQ,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,15,12,0.5341287134438184,0.535203341550862,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,IONQ,movement_consumed_bucket,HIGH,future_absolute_10m,786,124,0.009703015211991647,0.0075117671878590885,descriptive_support_available
assessment,high_tail_checkpoint,stock,IONQ,movement_consumed_bucket,HIGH,future_absolute_15m,786,124,0.011705683349059593,0.00896555100285159,descriptive_support_available
assessment,high_tail_checkpoint,stock,IONQ,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,786,124,0.4120035561564952,0.40670629577046313,descriptive_support_available
assessment,high_tail_checkpoint,stock,IREN,phase,FIRST_ENTRY,future_absolute_10m,344,125,0.009822343954243529,0.007281484290675199,descriptive_support_available
assessment,high_tail_checkpoint,stock,IREN,phase,FIRST_ENTRY,future_absolute_15m,344,125,0.011354830779414241,0.008414931131402237,descriptive_support_available
assessment,high_tail_checkpoint,stock,IREN,phase,FIRST_ENTRY,post_share_of_local_range_v1,344,125,0.42072726621871587,0.41597505485659775,descriptive_support_available
assessment,high_tail_checkpoint,stock,IREN,phase,PERSISTENT,future_absolute_10m,438,78,0.009816922350583797,0.007810599672350215,descriptive_support_available
assessment,high_tail_checkpoint,stock,IREN,phase,PERSISTENT,future_absolute_15m,438,78,0.012499257835438283,0.009642073216617846,descriptive_support_available
assessment,high_tail_checkpoint,stock,IREN,phase,PERSISTENT,post_share_of_local_range_v1,438,78,0.4115197550552105,0.40463229094769193,descriptive_support_available
assessment,high_tail_checkpoint,stock,IREN,phase,RE_ENTRY,future_absolute_10m,64,43,0.008133951982795004,0.00528775622172032,descriptive_support_available
assessment,high_tail_checkpoint,stock,IREN,phase,RE_ENTRY,future_absolute_15m,64,43,0.008285903751856567,0.00612087277691317,descriptive_support_available
assessment,high_tail_checkpoint,stock,IREN,phase,RE_ENTRY,post_share_of_local_range_v1,64,43,0.40440018930316796,0.41384812623420364,descriptive_support_available
assessment,high_tail_checkpoint,stock,IREN,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,20,17,0.005926770515816667,0.004172831496079089,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,IREN,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,20,17,0.007526530652811898,0.004391076866437823,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,IREN,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,20,17,0.5363480355108735,0.5321633498169792,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,IREN,movement_consumed_bucket,HIGH,future_absolute_10m,826,125,0.009782973155445547,0.007519482062108309,descriptive_support_available
assessment,high_tail_checkpoint,stock,IREN,movement_consumed_bucket,HIGH,future_absolute_15m,826,125,0.011816590734991587,0.008898628802733288,descriptive_support_available
assessment,high_tail_checkpoint,stock,IREN,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,826,125,0.41178024660848156,0.40614452120387257,descriptive_support_available
assessment,high_tail_checkpoint,stock,MARA,phase,FIRST_ENTRY,future_absolute_10m,341,125,0.009936915579147674,0.007511063222783207,descriptive_support_available
assessment,high_tail_checkpoint,stock,MARA,phase,FIRST_ENTRY,future_absolute_15m,341,125,0.011466752877556946,0.008509736058042235,descriptive_support_available
assessment,high_tail_checkpoint,stock,MARA,phase,FIRST_ENTRY,post_share_of_local_range_v1,341,125,0.4208349933503511,0.42003100692290546,descriptive_support_available
assessment,high_tail_checkpoint,stock,MARA,phase,PERSISTENT,future_absolute_10m,447,78,0.009884516669019577,0.00795642965282864,descriptive_support_available
assessment,high_tail_checkpoint,stock,MARA,phase,PERSISTENT,future_absolute_15m,447,78,0.012531590903297292,0.009689220679751354,descriptive_support_available
assessment,high_tail_checkpoint,stock,MARA,phase,PERSISTENT,post_share_of_local_range_v1,447,78,0.41302849871660335,0.4046954741174777,descriptive_support_available
assessment,high_tail_checkpoint,stock,MARA,phase,RE_ENTRY,future_absolute_10m,57,39,0.007387559850064938,0.005512126740500805,descriptive_support_available
assessment,high_tail_checkpoint,stock,MARA,phase,RE_ENTRY,future_absolute_15m,57,39,0.007283711342494197,0.006096103429693022,descriptive_support_available
assessment,high_tail_checkpoint,stock,MARA,phase,RE_ENTRY,post_share_of_local_range_v1,57,39,0.40351644491365135,0.41597748535101964,descriptive_support_available
assessment,high_tail_checkpoint,stock,MARA,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,20,17,0.005926770515816667,0.004172831496079089,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,MARA,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,20,17,0.007526530652811898,0.004391076866437823,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,MARA,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,20,17,0.5363480355108735,0.5321633498169792,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,MARA,movement_consumed_bucket,HIGH,future_absolute_10m,825,125,0.009829603229913305,0.007696692630057314,descriptive_support_available
assessment,high_tail_checkpoint,stock,MARA,movement_consumed_bucket,HIGH,future_absolute_15m,825,125,0.011850211876953625,0.009011507572991117,descriptive_support_available
assessment,high_tail_checkpoint,stock,MARA,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,825,125,0.4126084221923056,0.4081961456210619,descriptive_support_available
assessment,high_tail_checkpoint,stock,MP,phase,FIRST_ENTRY,future_absolute_10m,357,122,0.010075892261552406,0.007511063222783207,descriptive_support_available
assessment,high_tail_checkpoint,stock,MP,phase,FIRST_ENTRY,future_absolute_15m,357,122,0.011565115650368829,0.008566737107539437,descriptive_support_available
assessment,high_tail_checkpoint,stock,MP,phase,FIRST_ENTRY,post_share_of_local_range_v1,357,122,0.42245810221235797,0.42003100692290546,descriptive_support_available
assessment,high_tail_checkpoint,stock,MP,phase,PERSISTENT,future_absolute_10m,396,74,0.010286897919070968,0.008415500236179613,descriptive_support_available
assessment,high_tail_checkpoint,stock,MP,phase,PERSISTENT,future_absolute_15m,396,74,0.013046924642357951,0.01006266971009853,descriptive_support_available
assessment,high_tail_checkpoint,stock,MP,phase,PERSISTENT,post_share_of_local_range_v1,396,74,0.409541156613227,0.3999323605540601,descriptive_support_available
assessment,high_tail_checkpoint,stock,MP,phase,RE_ENTRY,future_absolute_10m,60,40,0.008447887282024707,0.005651610230268545,descriptive_support_available
assessment,high_tail_checkpoint,stock,MP,phase,RE_ENTRY,future_absolute_15m,60,40,0.008512285757908949,0.006727217224715973,descriptive_support_available
assessment,high_tail_checkpoint,stock,MP,phase,RE_ENTRY,post_share_of_local_range_v1,60,40,0.40466601148502507,0.41384812623420364,descriptive_support_available
assessment,high_tail_checkpoint,stock,MP,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,14,12,0.006498824913319815,0.0052577579689090555,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,MP,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,14,12,0.008931377889002662,0.008521165048894165,blocked_insufficient_support
assessment,high_tail_checkpoint,stock,MP,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,14,12,0.5538220419593995,0.5475831781463021,blocked_insufficient_support
