dimension,dimension_value,model_name,target_lead_sessions,observable_targets,active_targets,active_net_payoff_bps,active_mean_net_payoff_bps,active_median_net_payoff_bps,active_positive_rate
loop,cycle_08,v1_60_session_selector,5,59,2,-237.441099525,-118.720549763,-118.720549763,0
loop,cycle_09,v1_60_session_selector,5,157,103,-1710.98555711,-16.6115102632,-10,0.446601941748
loop,cycle_10,v1_60_session_selector,5,23,0,0,,,
loop,cycle_11,v1_60_session_selector,5,245,100,922.407768813,9.22407768813,-9.26705351056,0.48
loop,cycle_13,v1_60_session_selector,5,485,233,-3920.04577128,-16.824230778,-20.0502512563,0.454935622318
loop,cycle_20,v1_60_session_selector,5,7,0,0,,,
orientation,state_0,hierarchical_change_point,0,184,0,0,,,
orientation,state_1,hierarchical_change_point,0,78,1,-342.298882143,-342.298882143,-342.298882143,0
orientation,state_2,hierarchical_change_point,0,34,0,0,,,
orientation,state_3,hierarchical_change_point,0,64,0,0,,,
orientation,state_4,hierarchical_change_point,0,561,32,307.461388771,9.60816839911,-44.832910464,0.375
orientation,state_5,hierarchical_change_point,0,754,41,-4270.47369992,-104.15789512,-53.8348422601,0.292682926829
orientation,state_6,hierarchical_change_point,0,801,9,7.86636075958,0.874040084398,40.3647099687,0.555555555556
orientation,state_7,hierarchical_change_point,0,325,7,-528.14273548,-75.4489622115,-159.905928173,0.285714285714
orientation,state_0,hierarchical_change_point,1,184,0,0,,,
orientation,state_1,hierarchical_change_point,1,77,1,9.00252525252,9.00252525252,9.00252525252,1
orientation,state_2,hierarchical_change_point,1,34,0,0,,,
orientation,state_3,hierarchical_change_point,1,62,1,-163.246509624,-163.246509624,-163.246509624,0
orientation,state_4,hierarchical_change_point,1,557,29,304.666721704,10.5057490243,9.03715608735,0.551724137931
orientation,state_5,hierarchical_change_point,1,753,40,-2240.97162439,-56.0242906099,2.49140748408,0.525
orientation,state_6,hierarchical_change_point,1,795,10,-760.882158166,-76.0882158166,-138.400005601,0.3
orientation,state_7,hierarchical_change_point,1,325,7,998.003028249,142.571861178,185.636583569,0.714285714286
orientation,state_0,hierarchical_change_point,2,184,0,0,,,
orientation,state_1,hierarchical_change_point,2,77,1,-155.978997973,-155.978997973,-155.978997973,0
orientation,state_2,hierarchical_change_point,2,33,0,0,,,
orientation,state_3,hierarchical_change_point,2,60,0,0,,,
orientation,state_4,hierarchical_change_point,2,553,26,-737.953071744,-28.3828104517,-30.3506368776,0.384615384615
orientation,state_5,hierarchical_change_point,2,749,36,-335.844009715,-9.32900026987,0.728306864783,0.5
orientation,state_6,hierarchical_change_point,2,790,10,-742.962963834,-74.2962963834,-95.6739110709,0.3
orientation,state_7,hierarchical_change_point,2,323,8,-75.3262925264,-9.4157865658,-54.2469633178,0.375
orientation,state_0,hierarchical_change_point,3,183,0,0,,,
orientation,state_1,hierarchical_change_point,3,76,1,-10,-10,-10,0
orientation,state_2,hierarchical_change_point,3,32,0,0,,,
orientation,state_3,hierarchical_change_point,3,59,0,0,,,
orientation,state_4,hierarchical_change_point,3,550,30,896.024647981,29.867488266,38.9267131577,0.566666666667
orientation,state_5,hierarchical_change_point,3,745,40,-971.554119914,-24.2888529979,-23.385795225,0.4
orientation,state_6,hierarchical_change_point,3,786,8,-662.07336798,-82.7591709975,-12.5857564553,0.5
orientation,state_7,hierarchical_change_point,3,321,7,-47.7895535274,-6.82707907535,-73.3203292487,0.428571428571
orientation,state_0,hierarchical_change_point,5,182,0,0,,,
orientation,state_1,hierarchical_change_point,5,76,0,0,,,
orientation,state_2,hierarchical_change_point,5,30,0,0,,,
orientation,state_3,hierarchical_change_point,5,59,1,173.51652264,173.51652264,173.51652264,1
orientation,state_4,hierarchical_change_point,5,545,26,-437.219019565,-16.8161161371,3.52943049371,0.5
orientation,state_5,hierarchical_change_point,5,735,36,-2367.10722677,-65.7529785213,-68.1988967997,0.416666666667
orientation,state_6,hierarchical_change_point,5,778,8,-686.126291489,-85.7657864362,-161.51926798,0.25
orientation,state_7,hierarchical_change_point,5,317,9,-355.180245164,-39.4644716849,-92.1363449692,0.444444444444
orientation,state_0,hierarchical_payoff_history_change_point,0,184,1,-437.149452749,-437.149452749,-437.149452749,0
orientation,state_1,hierarchical_payoff_history_change_point,0,78,3,-320.142926209,-106.714308736,11.0620632531,0.666666666667
orientation,state_2,hierarchical_payoff_history_change_point,0,34,0,0,,,
orientation,state_3,hierarchical_payoff_history_change_point,0,64,1,173.51652264,173.51652264,173.51652264,1
orientation,state_4,hierarchical_payoff_history_change_point,0,561,42,637.105908637,15.1691883009,-43.9005419638,0.404761904762
orientation,state_5,hierarchical_payoff_history_change_point,0,754,53,-4719.62510427,-89.0495302692,-46.231884058,0.320754716981
orientation,state_6,hierarchical_payoff_history_change_point,0,801,9,7.86636075958,0.874040084398,40.3647099687,0.555555555556
orientation,state_7,hierarchical_payoff_history_change_point,0,325,11,-1109.31138288,-100.846489353,-150.687685071,0.181818181818
orientation,state_0,hierarchical_payoff_history_change_point,1,184,5,-330.978255168,-66.1956510336,-124.702294056,0.2
orientation,state_1,hierarchical_payoff_history_change_point,1,77,5,-186.731030522,-37.3462061045,-8.51668396856,0.4
orientation,state_2,hierarchical_payoff_history_change_point,1,34,0,0,,,
orientation,state_3,hierarchical_payoff_history_change_point,1,62,1,-163.246509624,-163.246509624,-163.246509624,0
orientation,state_4,hierarchical_payoff_history_change_point,1,557,38,462.989781057,12.1839416068,13.0164598841,0.578947368421
orientation,state_5,hierarchical_payoff_history_change_point,1,753,52,-1553.54153873,-29.8757988217,3.81680657537,0.557692307692
orientation,state_6,hierarchical_payoff_history_change_point,1,795,10,-760.882158166,-76.0882158166,-138.400005601,0.3
orientation,state_7,hierarchical_payoff_history_change_point,1,325,11,1082.64028136,98.4218437597,80.9840335061,0.636363636364
orientation,state_0,hierarchical_payoff_history_change_point,2,184,4,17.9693100517,4.49232751294,-35.4778598501,0.5
orientation,state_1,hierarchical_payoff_history_change_point,2,77,5,-160.369941197,-32.0739882393,-130.377552547,0.4
orientation,state_2,hierarchical_payoff_history_change_point,2,33,0,0,,,
orientation,state_3,hierarchical_payoff_history_change_point,2,60,0,0,,,
orientation,state_4,hierarchical_payoff_history_change_point,2,553,35,-157.186405689,-4.49104016254,-7.9590098138,0.457142857143
orientation,state_5,hierarchical_payoff_history_change_point,2,749,48,-572.806365438,-11.9334659466,3.81680657537,0.520833333333
orientation,state_6,hierarchical_payoff_history_change_point,2,790,10,-742.962963834,-74.2962963834,-95.6739110709,0.3
orientation,state_7,hierarchical_payoff_history_change_point,2,323,10,-183.367908567,-18.3367908567,-54.2469633178,0.4
orientation,state_0,hierarchical_payoff_history_change_point,3,183,3,-303.466081269,-101.155360423,-121.801251495,0
orientation,state_1,hierarchical_payoff_history_change_point,3,76,5,214.829609159,42.9659218319,0.00600400260288,0.6
orientation,state_2,hierarchical_payoff_history_change_point,3,32,0,0,,,
orientation,state_3,hierarchical_payoff_history_change_point,3,59,0,0,,,
orientation,state_4,hierarchical_payoff_history_change_point,3,550,39,1527.07949714,39.155884542,43.5544367619,0.589743589744
orientation,state_5,hierarchical_payoff_history_change_point,3,745,49,-1282.48558579,-26.1731752201,-19.9108125974,0.408163265306
orientation,state_6,hierarchical_payoff_history_change_point,3,786,8,-662.07336798,-82.7591709975,-12.5857564553,0.5
orientation,state_7,hierarchical_payoff_history_change_point,3,321,11,394.158491665,35.8325901513,19.1559035121,0.545454545455
orientation,state_0,hierarchical_payoff_history_change_point,5,182,4,-22.8847387525,-5.72118468812,-17.1894002993,0.5
orientation,state_1,hierarchical_payoff_history_change_point,5,76,6,503.43022953,83.905038255,53.2508905033,1
orientation,state_2,hierarchical_payoff_history_change_point,5,30,0,0,,,
orientation,state_3,hierarchical_payoff_history_change_point,5,59,1,173.51652264,173.51652264,173.51652264,1
orientation,state_4,hierarchical_payoff_history_change_point,5,545,40,-289.824707569,-7.24561768923,-3.99660136234,0.475
orientation,state_5,hierarchical_payoff_history_change_point,5,735,46,-1762.94451438,-38.3248807473,-14.9797177604,0.45652173913
orientation,state_6,hierarchical_payoff_history_change_point,5,778,8,-686.126291489,-85.7657864362,-161.51926798,0.25
orientation,state_7,hierarchical_payoff_history_change_point,5,317,13,-364.659126513,-28.0507020394,-92.1363449692,0.461538461538
orientation,state_0,payoff_only_change_point,0,184,0,0,,,
orientation,state_1,payoff_only_change_point,0,78,2,-43.2882840125,-21.6441420062,-21.6441420062,0.5
orientation,state_2,payoff_only_change_point,0,34,0,0,,,
orientation,state_3,payoff_only_change_point,0,64,0,0,,,
orientation,state_4,payoff_only_change_point,0,561,44,1417.40557744,32.2137631237,-3.99660136234,0.477272727273
orientation,state_5,payoff_only_change_point,0,754,47,-2293.060414,-48.7885194469,-44.6576179389,0.382978723404
orientation,state_6,payoff_only_change_point,0,801,7,-146.803117977,-20.9718739967,-44.8200950298,0.428571428571
orientation,state_7,payoff_only_change_point,0,325,3,-620.171594577,-206.723864859,-221.652215289,0
orientation,state_0,payoff_only_change_point,1,184,0,0,,,
orientation,state_1,payoff_only_change_point,1,77,2,-43.2882840125,-21.6441420062,-21.6441420062,0.5
orientation,state_2,payoff_only_change_point,1,34,0,0,,,
orientation,state_3,payoff_only_change_point,1,62,0,0,,,
orientation,state_4,payoff_only_change_point,1,557,42,1796.17154643,42.7659892007,34.4328758108,0.52380952381
orientation,state_5,payoff_only_change_point,1,753,48,-3054.8028696,-63.64172645,-26.2109348596,0.395833333333
orientation,state_6,payoff_only_change_point,1,795,6,-494.012784213,-82.3354640356,-47.6120608276,0.166666666667
orientation,state_7,payoff_only_change_point,1,325,3,143.912842471,47.9709474904,-65.6583672668,0.333333333333
orientation,state_0,payoff_only_change_point,2,184,0,0,,,
orientation,state_1,payoff_only_change_point,2,77,2,-43.2882840125,-21.6441420062,-21.6441420062,0.5
orientation,state_2,payoff_only_change_point,2,33,0,0,,,
orientation,state_3,payoff_only_change_point,2,60,0,0,,,
orientation,state_4,payoff_only_change_point,2,553,40,-21.3239731431,-0.533099328577,-26.4473738314,0.425
orientation,state_5,payoff_only_change_point,2,749,46,-1656.628525,-36.013663587,-14.2770054399,0.434782608696
orientation,state_6,payoff_only_change_point,2,790,7,-608.208870012,-86.8869814303,-5.41358439467,0.428571428571
orientation,state_7,payoff_only_change_point,2,323,2,-34.1566821892,-17.0783410946,-17.0783410946,0.5
orientation,state_0,payoff_only_change_point,3,183,0,0,,,
orientation,state_1,payoff_only_change_point,3,76,1,-114.369365094,-114.369365094,-114.369365094,0
orientation,state_2,payoff_only_change_point,3,32,0,0,,,
orientation,state_3,payoff_only_change_point,3,59,0,0,,,
orientation,state_4,payoff_only_change_point,3,550,37,67.800966368,1.83245855049,2.0792,0.513513513514
orientation,state_5,payoff_only_change_point,3,745,47,-700.42472352,-14.9026536919,-0.283546701741,0.489361702128
orientation,state_6,payoff_only_change_point,3,786,5,-49.9016070049,-9.98032140099,17.507499435,0.6
orientation,state_7,payoff_only_change_point,3,321,3,-465.117141351,-155.039047117,-149.047752363,0
orientation,state_0,payoff_only_change_point,5,182,0,0,,,
orientation,state_1,payoff_only_change_point,5,76,0,0,,,
orientation,state_2,payoff_only_change_point,5,30,0,0,,,
orientation,state_3,payoff_only_change_point,5,59,0,0,,,
orientation,state_4,payoff_only_change_point,5,545,40,1187.92031486,29.6980078715,42.4412233969,0.55
orientation,state_5,payoff_only_change_point,5,735,43,-1183.90333647,-27.5326357319,-3.09865766824,0.46511627907
orientation,state_6,payoff_only_change_point,5,778,4,-713.807320042,-178.451830011,-163.579583958,0
orientation,state_7,payoff_only_change_point,5,317,3,31.5025555381,10.500851846,61.9198980924,0.666666666667
orientation,state_0,v1_60_session_selector,0,184,112,326.408076277,2.9143578239,-4.92633606914,0.5
orientation,state_1,v1_60_session_selector,0,78,8,-278.130262496,-34.766282812,-2.99299030392,0.5
orientation,state_2,v1_60_session_selector,0,34,17,-92.1474997168,-5.42044115981,-46.3563636364,0.411764705882
orientation,state_3,v1_60_session_selector,0,64,19,179.606285774,9.45296240914,-40.98312442,0.473684210526
orientation,state_4,v1_60_session_selector,0,561,364,980.397308749,2.69339919986,-10,0.475274725275
orientation,state_5,v1_60_session_selector,0,754,447,-1314.90832438,-2.94162936103,-2.03414227832,0.485458612975
orientation,state_6,v1_60_session_selector,0,801,188,-2760.61039468,-14.6840978441,-6.32273128617,0.489361702128
orientation,state_7,v1_60_session_selector,0,325,152,715.153590643,4.70495783318,-15.5873932945,0.453947368421
orientation,state_0,v1_60_session_selector,1,184,108,-1445.43555926,-13.3836625858,-16.063301805,0.462962962963
orientation,state_1,v1_60_session_selector,1,77,7,-163.760897402,-23.3944139146,0.00600400260288,0.571428571429
orientation,state_2,v1_60_session_selector,1,34,16,-33.3277877203,-2.08298673252,-47.0591027467,0.375
orientation,state_3,v1_60_session_selector,1,62,19,179.606285774,9.45296240914,-40.98312442,0.473684210526
orientation,state_4,v1_60_session_selector,1,557,359,2236.73926961,6.2304715031,-7.9590098138,0.487465181058
orientation,state_5,v1_60_session_selector,1,753,448,-1751.44600782,-3.90947769602,-4.81705298072,0.482142857143
orientation,state_6,v1_60_session_selector,1,795,185,-4415.40739745,-23.8670670132,-10,0.459459459459
orientation,state_7,v1_60_session_selector,1,325,151,-126.110914353,-0.835171618231,-18.8444833315,0.443708609272
orientation,state_0,v1_60_session_selector,2,184,109,-1701.72855183,-15.6121885489,-16.0562171371,0.45871559633
orientation,state_1,v1_60_session_selector,2,77,7,-163.760897402,-23.3944139146,0.00600400260288,0.571428571429
orientation,state_2,v1_60_session_selector,2,33,16,262.42764988,16.4017281175,-47.0591027467,0.375
orientation,state_3,v1_60_session_selector,2,60,17,-268.417363062,-15.7892566507,-73.7613243908,0.411764705882
orientation,state_4,v1_60_session_selector,2,553,356,3039.65303587,8.53835122436,-4.60988057509,0.494382022472
orientation,state_5,v1_60_session_selector,2,749,443,-1751.13790286,-3.95290722993,-3.09865766824,0.48532731377
orientation,state_6,v1_60_session_selector,2,790,180,-5078.52634544,-28.2140352524,-15.8687573464,0.444444444444
orientation,state_7,v1_60_session_selector,2,323,149,203.070884876,1.3628918448,-20.0502512563,0.44966442953
orientation,state_0,v1_60_session_selector,3,183,107,-785.004720627,-7.33649271614,-10,0.476635514019
orientation,state_1,v1_60_session_selector,3,76,7,-163.760897402,-23.3944139146,0.00600400260288,0.571428571429
orientation,state_2,v1_60_session_selector,3,32,16,431.259408339,26.9537130212,-47.0591027467,0.375
orientation,state_3,v1_60_session_selector,3,59,17,-268.417363062,-15.7892566507,-73.7613243908,0.411764705882
orientation,state_4,v1_60_session_selector,3,550,352,4108.90722297,11.6730318834,2.60173070588,0.505681818182
orientation,state_5,v1_60_session_selector,3,745,445,-2054.60267553,-4.61708466412,-5.02228374816,0.480898876404
orientation,state_6,v1_60_session_selector,3,786,176,-5579.24144079,-31.7002354591,-15.8687573464,0.4375
orientation,state_7,v1_60_session_selector,3,321,145,-373.162496073,-2.57353445567,-20.0502512563,0.448275862069
orientation,state_0,v1_60_session_selector,5,182,109,-524.344441429,-4.81049946265,-10,0.45871559633
orientation,state_1,v1_60_session_selector,5,76,7,-163.760897402,-23.3944139146,0.00600400260288,0.571428571429
orientation,state_2,v1_60_session_selector,5,30,13,638.534322916,49.1180248397,-46.3563636364,0.384615384615
orientation,state_3,v1_60_session_selector,5,59,15,-128.515708279,-8.56771388529,-103.769677733,0.4
orientation,state_4,v1_60_session_selector,5,545,350,4837.90896887,13.8225970539,3.4931397282,0.511428571429
orientation,state_5,v1_60_session_selector,5,735,438,-1027.0111892,-2.34477440457,0,0.495433789954
orientation,state_6,v1_60_session_selector,5,778,176,-5652.88343531,-32.1186558824,-21.7917021768,0.426136363636
orientation,state_7,v1_60_session_selector,5,317,144,-2296.5233451,-15.9480787854,-26.2308369871,0.423611111111
month,2023-03,hierarchical_change_point,0,12,0,0,,,
month,2023-04,hierarchical_change_point,0,143,2,-413.120867081,-206.56043354,-206.56043354,0
month,2023-05,hierarchical_change_point,0,175,11,720.119897054,65.4654451867,43.5544367619,0.545454545455
month,2023-06,hierarchical_change_point,0,164,5,-512.750323004,-102.550064601,-49.5491525424,0.2
month,2023-07,hierarchical_change_point,0,138,4,-423.415237664,-105.853809416,-118.091660607,0.25
month,2023-08,hierarchical_change_point,0,177,3,13.0789498145,4.35964993818,-19.5477798074,0.333333333333
month,2023-09,hierarchical_change_point,0,140,0,0,,,
month,2023-10,hierarchical_change_point,0,160,6,-636.853667958,-106.142277993,-104.964624527,0.333333333333
month,2023-11,hierarchical_change_point,0,160,2,-505.272055663,-252.636027831,-252.636027831,0
month,2023-12,hierarchical_change_point,0,151,4,99.301621265,24.8254053163,19.2243969186,0.5
month,2025-04,hierarchical_change_point,0,170,8,-850.464248221,-106.308031028,-26.91742113,0.375
month,2025-05,hierarchical_change_point,0,156,1,-500,-500,-500,0
month,2025-06,hierarchical_change_point,0,143,7,-452.030411676,-64.5757730966,-46.231884058,0.285714285714
month,2025-07,hierarchical_change_point,0,146,5,-731.251340545,-146.250268109,-128.125020881,0.2
month,2025-08,hierarchical_change_point,0,124,3,142.875601534,47.6252005113,50.6456753739,0.666666666667
month,2025-09,hierarchical_change_point,0,143,4,-171.306637447,-42.8266593617,-8.79284854922,0.5
month,2025-10,hierarchical_change_point,0,188,12,476.043119927,39.6702599939,10.5972162352,0.5
month,2025-11,hierarchical_change_point,0,164,8,-129.452149421,-16.1815186776,-47.2680977193,0.25
month,2025-12,hierarchical_change_point,0,147,5,-951.08981893,-190.217963786,-169.702216145,0
month,2023-03,hierarchical_change_point,1,7,0,0,,,
month,2023-04,hierarchical_change_point,1,143,2,702.896780556,351.448390278,351.448390278,1
month,2023-05,hierarchical_change_point,1,175,10,723.00881658,72.300881658,74.0276622251,0.8
month,2023-06,hierarchical_change_point,1,164,5,-346.123074825,-69.2246149649,-49.5491525424,0.2
month,2023-07,hierarchical_change_point,1,138,4,-177.409332632,-44.3523331581,-11.1542974151,0.5
month,2023-08,hierarchical_change_point,1,177,0,0,,,
month,2023-09,hierarchical_change_point,1,140,0,0,,,
month,2023-10,hierarchical_change_point,1,160,4,-663.376116069,-165.844029017,-126.090288687,0
month,2023-11,hierarchical_change_point,1,160,2,-446.371612311,-223.185806155,-223.185806155,0.5
month,2023-12,hierarchical_change_point,1,151,4,-53.2171973942,-13.3042993485,-15.406567778,0.5
month,2025-04,hierarchical_change_point,1,161,10,-1072.45698991,-107.245698991,-74.2307420878,0.3
month,2025-05,hierarchical_change_point,1,156,2,-495.165508259,-247.58275413,-247.58275413,0.5
month,2025-06,hierarchical_change_point,1,143,8,297.172593611,37.1465742013,-5.15764812379,0.5
month,2025-07,hierarchical_change_point,1,146,4,431.64352186,107.910880465,114.347500803,0.75
month,2025-08,hierarchical_change_point,1,124,3,-736.329094345,-245.443031448,-248.439306358,0.333333333333
month,2025-09,hierarchical_change_point,1,143,5,-97.0007438825,-19.4001487765,3.49075600789,0.6
month,2025-10,hierarchical_change_point,1,188,9,699.895719303,77.7661910337,131.025653079,0.666666666667
month,2025-11,hierarchical_change_point,1,164,9,-933.732811557,-103.748090173,-50.4040266254,0.444444444444
month,2025-12,hierarchical_change_point,1,147,7,313.13703229,44.7338617558,34.2989895535,0.714285714286
month,2023-04,hierarchical_change_point,2,143,3,-299.569336299,-99.8564454332,-142.15424324,0.333333333333
month,2023-05,hierarchical_change_point,2,175,9,744.817126728,82.7574585253,80.9840335061,0.666666666667
month,2023-06,hierarchical_change_point,2,164,5,-627.551321788,-125.510264358,-115.481057165,0
month,2023-07,hierarchical_change_point,2,138,5,-542.11100328,-108.422200656,-174.427857608,0.4
month,2023-08,hierarchical_change_point,2,177,0,0,,,
month,2023-09,hierarchical_change_point,2,140,0,0,,,
month,2023-10,hierarchical_change_point,2,160,5,-342.431637557,-68.4863275114,-61.0958116528,0.2
month,2023-11,hierarchical_change_point,2,160,3,-519.055258415,-173.018419472,-171.240480274,0.333333333333
month,2023-12,hierarchical_change_point,2,151,4,-387.065484719,-96.7663711798,-81.8785195094,0.25
month,2025-04,hierarchical_change_point,2,150,7,55.4427656472,7.92039509246,128.102324527,0.571428571429
month,2025-05,hierarchical_change_point,2,156,2,-13.0224936961,-6.51124684807,-6.51124684807,0.5
month,2025-06,hierarchical_change_point,2,143,5,826.522898589,165.304579718,104.217950487,0.8
month,2025-07,hierarchical_change_point,2,146,3,-124.53424568,-41.5114152267,-99.3854748603,0.333333333333
month,2025-08,hierarchical_change_point,2,124,3,-610.604503026,-203.534834342,-89.6494433042,0
month,2025-09,hierarchical_change_point,2,143,4,461.589811625,115.397452906,131.840450653,0.75
month,2025-10,hierarchical_change_point,2,188,11,143.269628803,13.0245117094,-0.0341929108766,0.454545454545
month,2025-11,hierarchical_change_point,2,164,7,-527.986487001,-75.4266410001,-39.7462140329,0.428571428571
month,2025-12,hierarchical_change_point,2,147,5,-285.775795724,-57.1551591448,-70.0596619158,0.2
month,2023-04,hierarchical_change_point,3,135,2,-212.92843751,-106.464218755,-106.464218755,0
month,2023-05,hierarchical_change_point,3,175,8,-163.159336167,-20.3949170209,24.8243242181,0.625
month,2023-06,hierarchical_change_point,3,164,6,-509.138608568,-84.8564347613,-106.329386723,0.166666666667
month,2023-07,hierarchical_change_point,3,138,5,419.467967664,83.8935935328,105.684020751,0.8
month,2023-08,hierarchical_change_point,3,177,2,207.121756202,103.560878101,103.560878101,0.5
month,2023-09,hierarchical_change_point,3,140,0,0,,,
month,2023-10,hierarchical_change_point,3,160,3,83.594973667,27.8649912223,-46.2647391233,0.333333333333
month,2023-11,hierarchical_change_point,3,160,3,-187.922247268,-62.6407490893,-95.95595148,0.333333333333
month,2023-12,hierarchical_change_point,3,151,4,-310.821052022,-77.7052630055,-45.5065731414,0.25
month,2025-04,hierarchical_change_point,3,141,6,-318.709408195,-53.1182346991,50.6207733371,0.5
month,2025-05,hierarchical_change_point,3,156,2,-517.856985437,-258.928492718,-258.928492718,0
month,2025-06,hierarchical_change_point,3,143,6,-59.447580658,-9.90793010966,-23.063489554,0.333333333333
month,2025-07,hierarchical_change_point,3,146,4,-134.060416691,-33.5151041727,-34.867236106,0.5
month,2025-08,hierarchical_change_point,3,124,5,-566.703962369,-113.340792474,-79.8602794411,0.4
month,2025-09,hierarchical_change_point,3,143,3,313.848970464,104.616323488,115.940060145,0.666666666667
month,2025-10,hierarchical_change_point,3,188,11,766.831652857,69.7119684415,8.13201535801,0.545454545455
month,2025-11,hierarchical_change_point,3,164,7,666.151731218,95.1645330312,74.7590435735,0.714285714286
month,2025-12,hierarchical_change_point,3,147,9,-271.661410629,-30.184601181,-10,0.444444444444
month,2023-04,hierarchical_change_point,5,119,2,-456.642723515,-228.321361758,-228.321361758,0
month,2023-05,hierarchical_change_point,5,175,5,176.056959428,35.2113918855,25.3113148598,0.6
month,2023-06,hierarchical_change_point,5,164,10,-1318.56769179,-131.856769179,-198.290476977,0.2
month,2023-07,hierarchical_change_point,5,138,5,46.2517432206,9.25034864413,41.3280100319,0.6
month,2023-08,hierarchical_change_point,5,177,1,-159.873056863,-159.873056863,-159.873056863,0
month,2023-09,hierarchical_change_point,5,140,0,0,,,
month,2023-10,hierarchical_change_point,5,160,3,-760.685389586,-253.561796529,-289.595910563,0.333333333333
month,2023-11,hierarchical_change_point,5,160,3,691.743831067,230.581277022,274.23775058,1
month,2023-12,hierarchical_change_point,5,151,3,-327.98399649,-109.32799883,-103.167701863,0
month,2025-04,hierarchical_change_point,5,127,6,-13.4251726521,-2.23752877534,10.9447723309,0.5
month,2025-05,hierarchical_change_point,5,156,2,-71.59018937,-35.795094685,-35.795094685,0.5
month,2025-06,hierarchical_change_point,5,143,3,-63.9782090477,-21.3260696826,16.5495777898,0.666666666667
month,2025-07,hierarchical_change_point,5,146,6,-264.964310071,-44.1607183452,-33.9566922267,0.5
month,2025-08,hierarchical_change_point,5,124,4,-46.4155420217,-11.6038855054,-20.6803593451,0.5
month,2025-09,hierarchical_change_point,5,143,6,-135.129698193,-22.5216163655,11.5356636666,0.5
month,2025-10,hierarchical_change_point,5,188,8,-817.839640996,-102.229955124,-95.7644087054,0.25
month,2025-11,hierarchical_change_point,5,164,6,62.5415544495,10.4235924082,-36.3040906361,0.5
month,2025-12,hierarchical_change_point,5,147,7,-211.614727915,-30.2306754165,10.4617821782,0.571428571429
month,2023-03,hierarchical_payoff_history_change_point,0,12,0,0,,,
month,2023-04,hierarchical_payoff_history_change_point,0,143,8,-1195.35626402,-149.419533002,-143.079223362,0.125
month,2023-05,hierarchical_payoff_history_change_point,0,175,13,887.199581453,68.2461216502,43.5544367619,0.538461538462
month,2023-06,hierarchical_payoff_history_change_point,0,164,7,-479.106194983,-68.4437421404,-49.5491525424,0.285714285714
month,2023-07,hierarchical_payoff_history_change_point,0,138,5,-481.328180596,-96.2656361192,-115.466271635,0.2
month,2023-08,hierarchical_payoff_history_change_point,0,177,6,361.885231466,60.3142052443,29.282711389,0.666666666667
month,2023-09,hierarchical_payoff_history_change_point,0,140,0,0,,,
month,2023-10,hierarchical_payoff_history_change_point,0,160,6,-636.853667958,-106.142277993,-104.964624527,0.333333333333
month,2023-11,hierarchical_payoff_history_change_point,0,160,3,-942.421508412,-314.140502804,-437.149452749,0
month,2023-12,hierarchical_payoff_history_change_point,0,151,6,42.5511329166,7.0918554861,5.45415090281,0.5
month,2025-04,hierarchical_payoff_history_change_point,0,170,10,-1187.21623509,-118.721623509,-65.2934145649,0.3
month,2025-05,hierarchical_payoff_history_change_point,0,156,1,-500,-500,-500,0
month,2025-06,hierarchical_payoff_history_change_point,0,143,7,-452.030411676,-64.5757730966,-46.231884058,0.285714285714
month,2025-07,hierarchical_payoff_history_change_point,0,146,5,-731.251340545,-146.250268109,-128.125020881,0.2
month,2025-08,hierarchical_payoff_history_change_point,0,124,3,142.875601534,47.6252005113,50.6456753739,0.666666666667
month,2025-09,hierarchical_payoff_history_change_point,0,143,5,41.7604728218,8.35209456437,84.3802928374,0.6
month,2025-10,hierarchical_payoff_history_change_point,0,188,14,329.314704521,23.5224788944,8.23631506062,0.5
month,2025-11,hierarchical_payoff_history_change_point,0,164,14,-201.283591898,-14.3773994213,-44.8675983275,0.285714285714
month,2025-12,hierarchical_payoff_history_change_point,0,147,7,-766.479403608,-109.497057658,-92.0019831098,0.285714285714
month,2023-03,hierarchical_payoff_history_change_point,1,7,0,0,,,
month,2023-04,hierarchical_payoff_history_change_point,1,143,7,949.313120193,135.616160028,135.328033741,0.857142857143
month,2023-05,hierarchical_payoff_history_change_point,1,175,12,1155.00734989,96.2506124911,74.0276622251,0.833333333333
month,2023-06,hierarchical_payoff_history_change_point,1,164,7,-662.3226346,-94.6175192286,-54.0500817854,0.142857142857
month,2023-07,hierarchical_payoff_history_change_point,1,138,5,-399.647492072,-79.9294984144,-115.466271635,0.4
month,2023-08,hierarchical_payoff_history_change_point,1,177,3,262.817997786,87.6059992619,58.7525412754,0.666666666667
month,2023-09,hierarchical_payoff_history_change_point,1,140,0,0,,,
month,2023-10,hierarchical_payoff_history_change_point,1,160,4,-663.376116069,-165.844029017,-126.090288687,0
month,2023-11,hierarchical_payoff_history_change_point,1,160,3,-610.282401,-203.427467,-163.910788689,0.333333333333
month,2023-12,hierarchical_payoff_history_change_point,1,151,6,-301.229628011,-50.2049380019,-27.7585602365,0.333333333333
month,2025-04,hierarchical_payoff_history_change_point,1,161,12,-753.700772467,-62.8083977055,-26.91742113,0.416666666667
month,2025-05,hierarchical_payoff_history_change_point,1,156,2,-495.165508259,-247.58275413,-247.58275413,0.5
month,2025-06,hierarchical_payoff_history_change_point,1,143,8,297.172593611,37.1465742013,-5.15764812379,0.5
month,2025-07,hierarchical_payoff_history_change_point,1,146,4,431.64352186,107.910880465,114.347500803,0.75
