record_type,scope_type,scope_value,system,friction_bps,selection_count,mean_signed_gross_return_bps,mean_signed_cohort_relative_return_bps
system,month,2025-08,highest_open_to_decision_relative_momentum,10,32,-32.048858326166581,-51.034397587588856
system,month,2025-08,highest_open_to_decision_relative_momentum,20,32,-42.048858326166581,-61.034397587588856
system,month,2025-08,predecessor,0,32,13.706050468718402,-6.456296049391625
system,month,2025-08,predecessor,10,32,3.7060504687184022,-16.456296049391653
system,month,2025-08,predecessor,20,32,-6.2939495312815978,-26.456296049391653
system,month,2025-08,random_within_slate,0,32,6.0225222026955052,-2.081204274580811
system,month,2025-08,random_within_slate,10,32,-3.9774777973044912,-12.081204274580813
system,month,2025-08,random_within_slate,20,32,-13.977477797304491,-22.081204274580813
system,month,2025-08,strongest_reversal,0,32,95.189286103960427,60.061414121430658
system,month,2025-08,strongest_reversal,10,32,85.189286103960427,50.061414121430658
system,month,2025-08,strongest_reversal,20,32,75.189286103960427,40.061414121430658
paired_difference,month,2025-08,behavioural_dimensions_minus_predecessor,0,32,10.248232375492549,40.037321289707094
paired_difference,month,2025-08,behavioural_dimensions_minus_predecessor,10,32,10.248232375492549,40.037321289707094
paired_difference,month,2025-08,behavioural_dimensions_minus_predecessor,20,32,10.248232375492549,40.037321289707094
paired_difference,month,2025-08,behavioural_conjunctions_minus_predecessor,0,32,-34.212777288401824,-2.7626650914516517
paired_difference,month,2025-08,behavioural_conjunctions_minus_predecessor,10,32,-34.212777288401824,-2.7626650914516517
paired_difference,month,2025-08,behavioural_conjunctions_minus_predecessor,20,32,-34.212777288401824,-2.7626650914516517
paired_difference,month,2025-08,behavioural_conjunctions_minus_behavioural_dimensions,0,32,-44.46100966389438,-42.79998638115876
paired_difference,month,2025-08,behavioural_conjunctions_minus_behavioural_dimensions,10,32,-44.46100966389438,-42.79998638115876
paired_difference,month,2025-08,behavioural_conjunctions_minus_behavioural_dimensions,20,32,-44.46100966389438,-42.79998638115876
