period,decision_clock,state_motif_2,state_motif_3,state_motif_4,rows
2024,clock_12,6>5,4>6>5,2>4>6>5,1
2024,clock_12,6>5,4>6>5,5>4>6>5,2
2024,clock_12,6>5,4>6>5,6>4>6>5,1
2024,clock_12,6>5,4>6>5,,4
2024,clock_12,6>5,5>6>5,0>5>6>5,1
2024,clock_12,6>5,5>6>5,4>5>6>5,5
2024,clock_12,6>5,5>6>5,6>5>6>5,31
2024,clock_12,6>5,5>6>5,7>5>6>5,15
2024,clock_12,6>5,5>6>5,,39
2024,clock_12,6>5,7>6>5,2>7>6>5,1
2024,clock_12,6>5,7>6>5,5>7>6>5,12
2024,clock_12,6>5,7>6>5,6>7>6>5,7
2024,clock_12,6>5,7>6>5,,27
2024,clock_12,6>5,,,110
2024,clock_12,6>7,5>6>7,6>5>6>7,3
2024,clock_12,6>7,5>6>7,,2
2024,clock_12,6>7,7>6>7,5>7>6>7,7
2024,clock_12,6>7,7>6>7,6>7>6>7,1
2024,clock_12,6>7,,,7
2024,clock_12,7>4,,,4
2024,clock_12,7>5,5>7>5,4>5>7>5,1
2024,clock_12,7>5,5>7>5,6>5>7>5,2
2024,clock_12,7>5,5>7>5,7>5>7>5,20
2024,clock_12,7>5,5>7>5,,13
2024,clock_12,7>5,6>7>5,0>6>7>5,1
2024,clock_12,7>5,6>7>5,5>6>7>5,1
2024,clock_12,7>5,6>7>5,7>6>7>5,3
2024,clock_12,7>5,6>7>5,,12
2024,clock_12,7>5,,,107
2024,clock_12,7>6,5>7>6,4>5>7>6,2
2024,clock_12,7>6,5>7>6,6>5>7>6,2
2024,clock_12,7>6,5>7>6,7>5>7>6,5
2024,clock_12,7>6,5>7>6,,4
2024,clock_12,7>6,6>7>6,5>6>7>6,3
2024,clock_12,7>6,6>7>6,7>6>7>6,4
2024,clock_12,7>6,6>7>6,,8
2024,clock_12,7>6,,,27
2024,clock_12,,,,846
2024,clock_36,0>1,1>0>1,0>1>0>1,36
2024,clock_36,0>1,1>0>1,2>1>0>1,20
2024,clock_36,0>1,1>0>1,3>1>0>1,16
2024,clock_36,0>1,1>0>1,4>1>0>1,7
2024,clock_36,0>1,2>0>1,0>2>0>1,1
2024,clock_36,0>1,2>0>1,1>2>0>1,18
2024,clock_36,0>1,2>0>1,3>2>0>1,1
2024,clock_36,0>1,2>0>1,4>2>0>1,5
2024,clock_36,0>1,2>0>1,5>2>0>1,1
2024,clock_36,0>1,3>0>1,0>3>0>1,16
2024,clock_36,0>1,3>0>1,1>3>0>1,22
2024,clock_36,0>1,3>0>1,2>3>0>1,7
2024,clock_36,0>1,3>0>1,4>3>0>1,2
2024,clock_36,0>1,3>0>1,6>3>0>1,2
2024,clock_36,0>1,4>0>1,0>4>0>1,1
2024,clock_36,0>1,4>0>1,1>4>0>1,3
2024,clock_36,0>1,4>0>1,2>4>0>1,2
2024,clock_36,0>1,4>0>1,3>4>0>1,1
2024,clock_36,0>2,1>0>2,2>1>0>2,2
2024,clock_36,0>2,1>0>2,3>1>0>2,3
2024,clock_36,0>2,1>0>2,4>1>0>2,2
2024,clock_36,0>2,2>0>2,0>2>0>2,2
2024,clock_36,0>2,2>0>2,1>2>0>2,1
2024,clock_36,0>2,2>0>2,4>2>0>2,1
2024,clock_36,0>2,2>0>2,6>2>0>2,1
2024,clock_36,0>2,3>0>2,1>3>0>2,1
2024,clock_36,0>2,3>0>2,2>3>0>2,1
2024,clock_36,0>2,3>0>2,4>3>0>2,1
2024,clock_36,0>2,4>0>2,0>4>0>2,1
2024,clock_36,0>2,4>0>2,1>4>0>2,1
2024,clock_36,0>2,4>0>2,2>4>0>2,2
2024,clock_36,0>3,1>0>3,0>1>0>3,17
2024,clock_36,0>3,1>0>3,2>1>0>3,11
2024,clock_36,0>3,1>0>3,3>1>0>3,23
2024,clock_36,0>3,1>0>3,4>1>0>3,4
2024,clock_36,0>3,2>0>3,0>2>0>3,1
2024,clock_36,0>3,2>0>3,1>2>0>3,11
2024,clock_36,0>3,2>0>3,3>2>0>3,3
2024,clock_36,0>3,2>0>3,4>2>0>3,8
2024,clock_36,0>3,3>0>3,0>3>0>3,19
2024,clock_36,0>3,3>0>3,1>3>0>3,35
2024,clock_36,0>3,3>0>3,2>3>0>3,15
2024,clock_36,0>3,3>0>3,4>3>0>3,11
2024,clock_36,0>3,3>0>3,6>3>0>3,13
2024,clock_36,0>3,4>0>3,2>4>0>3,1
2024,clock_36,0>3,4>0>3,3>4>0>3,1
2024,clock_36,0>4,1>0>4,0>1>0>4,4
2024,clock_36,0>4,1>0>4,2>1>0>4,3
2024,clock_36,0>4,1>0>4,3>1>0>4,4
2024,clock_36,0>4,1>0>4,4>1>0>4,2
2024,clock_36,0>4,2>0>4,0>2>0>4,2
2024,clock_36,0>4,2>0>4,1>2>0>4,2
2024,clock_36,0>4,2>0>4,3>2>0>4,1
2024,clock_36,0>4,2>0>4,4>2>0>4,3
2024,clock_36,0>4,3>0>4,0>3>0>4,4
2024,clock_36,0>4,3>0>4,1>3>0>4,5
2024,clock_36,0>4,3>0>4,2>3>0>4,4
2024,clock_36,0>4,3>0>4,4>3>0>4,2
2024,clock_36,0>4,4>0>4,0>4>0>4,3
2024,clock_36,0>4,4>0>4,1>4>0>4,2
2024,clock_36,0>4,4>0>4,2>4>0>4,3
2024,clock_36,0>4,4>0>4,3>4>0>4,2
2024,clock_36,0>4,4>0>4,6>4>0>4,1
2024,clock_36,0>4,6>0>4,3>6>0>4,1
2024,clock_36,0>5,2>0>5,1>2>0>5,1
2024,clock_36,0>6,1>0>6,0>1>0>6,1
2024,clock_36,0>6,2>0>6,1>2>0>6,1
2024,clock_36,0>6,5>0>6,4>5>0>6,1
2024,clock_36,0>6,6>0>6,2>6>0>6,1
2024,clock_36,1>0,0>1>0,1>0>1>0,48
2024,clock_36,1>0,0>1>0,2>0>1>0,21
2024,clock_36,1>0,0>1>0,3>0>1>0,24
2024,clock_36,1>0,0>1>0,4>0>1>0,3
2024,clock_36,1>0,0>1>0,6>0>1>0,1
2024,clock_36,1>0,0>1>0,7>0>1>0,1
2024,clock_36,1>0,2>1>0,0>2>1>0,4
2024,clock_36,1>0,2>1>0,1>2>1>0,40
2024,clock_36,1>0,2>1>0,3>2>1>0,5
2024,clock_36,1>0,2>1>0,4>2>1>0,8
2024,clock_36,1>0,3>1>0,0>3>1>0,19
2024,clock_36,1>0,3>1>0,1>3>1>0,35
2024,clock_36,1>0,3>1>0,2>3>1>0,9
2024,clock_36,1>0,3>1>0,4>3>1>0,6
2024,clock_36,1>0,4>1>0,0>4>1>0,4
2024,clock_36,1>0,4>1>0,1>4>1>0,4
2024,clock_36,1>0,4>1>0,2>4>1>0,3
2024,clock_36,1>0,4>1>0,3>4>1>0,5
2024,clock_36,1>0,4>1>0,6>4>1>0,1
2024,clock_36,1>0,4>1>0,,1
2024,clock_36,1>2,0>1>2,1>0>1>2,4
2024,clock_36,1>2,0>1>2,2>0>1>2,2
2024,clock_36,1>2,0>1>2,3>0>1>2,11
2024,clock_36,1>2,0>1>2,4>0>1>2,2
2024,clock_36,1>2,2>1>2,0>2>1>2,1
2024,clock_36,1>2,2>1>2,1>2>1>2,26
2024,clock_36,1>2,2>1>2,3>2>1>2,10
2024,clock_36,1>2,2>1>2,4>2>1>2,26
2024,clock_36,1>2,2>1>2,6>2>1>2,1
2024,clock_36,1>2,2>1>2,7>2>1>2,1
2024,clock_36,1>2,3>1>2,0>3>1>2,7
2024,clock_36,1>2,3>1>2,1>3>1>2,28
2024,clock_36,1>2,3>1>2,2>3>1>2,10
2024,clock_36,1>2,3>1>2,4>3>1>2,6
2024,clock_36,1>2,3>1>2,5>3>1>2,1
2024,clock_36,1>2,3>1>2,6>3>1>2,9
2024,clock_36,1>2,4>1>2,0>4>1>2,3
2024,clock_36,1>2,4>1>2,1>4>1>2,16
2024,clock_36,1>2,4>1>2,2>4>1>2,9
2024,clock_36,1>2,4>1>2,3>4>1>2,13
2024,clock_36,1>2,4>1>2,5>4>1>2,1
2024,clock_36,1>2,5>1>2,4>5>1>2,1
2024,clock_36,1>2,5>1>2,6>5>1>2,1
2024,clock_36,1>2,6>1>2,4>6>1>2,2
2024,clock_36,1>2,7>1>2,1>7>1>2,1
2024,clock_36,1>3,0>1>3,1>0>1>3,21
2024,clock_36,1>3,0>1>3,2>0>1>3,3
2024,clock_36,1>3,0>1>3,3>0>1>3,11
2024,clock_36,1>3,0>1>3,4>0>1>3,1
2024,clock_36,1>3,2>1>3,0>2>1>3,5
2024,clock_36,1>3,2>1>3,1>2>1>3,52
2024,clock_36,1>3,2>1>3,3>2>1>3,16
2024,clock_36,1>3,2>1>3,4>2>1>3,35
2024,clock_36,1>3,2>1>3,5>2>1>3,5
2024,clock_36,1>3,2>1>3,6>2>1>3,1
2024,clock_36,1>3,3>1>3,0>3>1>3,9
2024,clock_36,1>3,3>1>3,1>3>1>3,84
2024,clock_36,1>3,3>1>3,2>3>1>3,35
2024,clock_36,1>3,3>1>3,4>3>1>3,38
2024,clock_36,1>3,3>1>3,6>3>1>3,27
2024,clock_36,1>3,4>1>3,0>4>1>3,2
2024,clock_36,1>3,4>1>3,1>4>1>3,21
2024,clock_36,1>3,4>1>3,2>4>1>3,16
2024,clock_36,1>3,4>1>3,3>4>1>3,18
2024,clock_36,1>3,4>1>3,5>4>1>3,2
2024,clock_36,1>3,4>1>3,6>4>1>3,4
2024,clock_36,1>3,5>1>3,2>5>1>3,1
2024,clock_36,1>3,6>1>3,2>6>1>3,1
2024,clock_36,1>3,6>1>3,3>6>1>3,3
2024,clock_36,1>3,6>1>3,4>6>1>3,2
2024,clock_36,1>3,6>1>3,,1
2024,clock_36,1>4,0>1>4,1>0>1>4,9
2024,clock_36,1>4,0>1>4,2>0>1>4,1
2024,clock_36,1>4,0>1>4,3>0>1>4,6
2024,clock_36,1>4,0>1>4,4>0>1>4,2
2024,clock_36,1>4,2>1>4,0>2>1>4,1
2024,clock_36,1>4,2>1>4,1>2>1>4,15
2024,clock_36,1>4,2>1>4,3>2>1>4,2
2024,clock_36,1>4,2>1>4,4>2>1>4,16
2024,clock_36,1>4,2>1>4,6>2>1>4,2
2024,clock_36,1>4,3>1>4,0>3>1>4,2
2024,clock_36,1>4,3>1>4,1>3>1>4,11
2024,clock_36,1>4,3>1>4,2>3>1>4,4
2024,clock_36,1>4,3>1>4,4>3>1>4,21
2024,clock_36,1>4,3>1>4,6>3>1>4,9
2024,clock_36,1>4,3>1>4,7>3>1>4,1
2024,clock_36,1>4,4>1>4,0>4>1>4,1
2024,clock_36,1>4,4>1>4,1>4>1>4,10
2024,clock_36,1>4,4>1>4,2>4>1>4,9
2024,clock_36,1>4,4>1>4,3>4>1>4,9
2024,clock_36,1>4,4>1>4,5>4>1>4,2
2024,clock_36,1>4,4>1>4,6>4>1>4,6
2024,clock_36,1>4,6>1>4,2>6>1>4,1
2024,clock_36,1>4,6>1>4,4>6>1>4,2
2024,clock_36,1>5,2>1>5,3>2>1>5,1
2024,clock_36,1>5,2>1>5,5>2>1>5,1
2024,clock_36,1>6,0>1>6,1>0>1>6,1
2024,clock_36,1>6,2>1>6,4>2>1>6,1
2024,clock_36,1>6,3>1>6,2>3>1>6,1
2024,clock_36,1>6,3>1>6,4>3>1>6,3
2024,clock_36,1>6,4>1>6,3>4>1>6,1
2024,clock_36,1>6,6>1>6,4>6>1>6,2
2024,clock_36,1>6,6>1>6,5>6>1>6,1
2024,clock_36,1>7,0>1>7,1>0>1>7,1
2024,clock_36,1>7,3>1>7,1>3>1>7,1
2024,clock_36,2>0,0>2>0,1>0>2>0,4
2024,clock_36,2>0,0>2>0,3>0>2>0,2
2024,clock_36,2>0,1>2>0,0>1>2>0,9
2024,clock_36,2>0,1>2>0,2>1>2>0,21
2024,clock_36,2>0,1>2>0,3>1>2>0,17
2024,clock_36,2>0,1>2>0,4>1>2>0,9
2024,clock_36,2>0,1>2>0,5>1>2>0,1
2024,clock_36,2>0,1>2>0,6>1>2>0,1
2024,clock_36,2>0,3>2>0,1>3>2>0,2
2024,clock_36,2>0,3>2>0,4>3>2>0,1
2024,clock_36,2>0,3>2>0,6>3>2>0,2
2024,clock_36,2>0,4>2>0,0>4>2>0,2
2024,clock_36,2>0,4>2>0,1>4>2>0,4
2024,clock_36,2>0,4>2>0,2>4>2>0,3
2024,clock_36,2>0,4>2>0,3>4>2>0,2
2024,clock_36,2>0,4>2>0,6>4>2>0,1
2024,clock_36,2>0,6>2>0,2>6>2>0,1
2024,clock_36,2>1,0>2>1,1>0>2>1,5
2024,clock_36,2>1,0>2>1,2>0>2>1,6
2024,clock_36,2>1,0>2>1,3>0>2>1,2
2024,clock_36,2>1,0>2>1,4>0>2>1,1
2024,clock_36,2>1,1>2>1,0>1>2>1,17
2024,clock_36,2>1,1>2>1,2>1>2>1,37
2024,clock_36,2>1,1>2>1,3>1>2>1,29
2024,clock_36,2>1,1>2>1,4>1>2>1,13
2024,clock_36,2>1,1>2>1,5>1>2>1,1
2024,clock_36,2>1,3>2>1,1>3>2>1,4
2024,clock_36,2>1,3>2>1,2>3>2>1,3
2024,clock_36,2>1,3>2>1,4>3>2>1,3
2024,clock_36,2>1,3>2>1,6>3>2>1,4
2024,clock_36,2>1,4>2>1,0>4>2>1,4
2024,clock_36,2>1,4>2>1,1>4>2>1,19
2024,clock_36,2>1,4>2>1,2>4>2>1,17
2024,clock_36,2>1,4>2>1,3>4>2>1,11
2024,clock_36,2>1,4>2>1,5>4>2>1,2
2024,clock_36,2>1,4>2>1,6>4>2>1,1
2024,clock_36,2>1,5>2>1,0>5>2>1,1
2024,clock_36,2>1,5>2>1,1>5>2>1,1
2024,clock_36,2>1,5>2>1,4>5>2>1,1
2024,clock_36,2>1,5>2>1,6>5>2>1,2
2024,clock_36,2>1,6>2>1,3>6>2>1,2
2024,clock_36,2>1,6>2>1,4>6>2>1,2
2024,clock_36,2>1,6>2>1,5>6>2>1,1
2024,clock_36,2>3,0>2>3,1>0>2>3,4
2024,clock_36,2>3,0>2>3,3>0>2>3,2
2024,clock_36,2>3,0>2>3,4>0>2>3,1
2024,clock_36,2>3,1>2>3,0>1>2>3,5
2024,clock_36,2>3,1>2>3,2>1>2>3,29
2024,clock_36,2>3,1>2>3,3>1>2>3,28
2024,clock_36,2>3,1>2>3,4>1>2>3,19
2024,clock_36,2>3,1>2>3,5>1>2>3,1
2024,clock_36,2>3,1>2>3,6>1>2>3,3
2024,clock_36,2>3,3>2>3,0>3>2>3,2
2024,clock_36,2>3,3>2>3,1>3>2>3,5
2024,clock_36,2>3,3>2>3,2>3>2>3,6
2024,clock_36,2>3,3>2>3,4>3>2>3,13
2024,clock_36,2>3,3>2>3,6>3>2>3,20
2024,clock_36,2>3,4>2>3,1>4>2>3,16
2024,clock_36,2>3,4>2>3,2>4>2>3,22
2024,clock_36,2>3,4>2>3,3>4>2>3,24
2024,clock_36,2>3,4>2>3,5>4>2>3,5
2024,clock_36,2>3,4>2>3,6>4>2>3,20
2024,clock_36,2>3,4>2>3,,1
2024,clock_36,2>3,5>2>3,1>5>2>3,1
2024,clock_36,2>3,5>2>3,2>5>2>3,9
2024,clock_36,2>3,5>2>3,3>5>2>3,1
2024,clock_36,2>3,5>2>3,4>5>2>3,4
2024,clock_36,2>3,5>2>3,6>5>2>3,3
2024,clock_36,2>3,6>2>3,0>6>2>3,1
2024,clock_36,2>3,6>2>3,2>6>2>3,1
2024,clock_36,2>3,6>2>3,4>6>2>3,4
2024,clock_36,2>3,6>2>3,5>6>2>3,2
2024,clock_36,2>3,7>2>3,3>7>2>3,1
2024,clock_36,2>4,0>2>4,1>0>2>4,2
2024,clock_36,2>4,0>2>4,4>0>2>4,2
2024,clock_36,2>4,1>2>4,0>1>2>4,1
2024,clock_36,2>4,1>2>4,2>1>2>4,16
2024,clock_36,2>4,1>2>4,3>1>2>4,18
2024,clock_36,2>4,1>2>4,4>1>2>4,14
2024,clock_36,2>4,1>2>4,6>1>2>4,1
2024,clock_36,2>4,3>2>4,1>3>2>4,3
2024,clock_36,2>4,3>2>4,2>3>2>4,4
2024,clock_36,2>4,3>2>4,4>3>2>4,7
2024,clock_36,2>4,3>2>4,6>3>2>4,7
2024,clock_36,2>4,4>2>4,0>4>2>4,1
2024,clock_36,2>4,4>2>4,1>4>2>4,15
2024,clock_36,2>4,4>2>4,2>4>2>4,22
2024,clock_36,2>4,4>2>4,3>4>2>4,24
2024,clock_36,2>4,4>2>4,5>4>2>4,10
2024,clock_36,2>4,4>2>4,6>4>2>4,40
2024,clock_36,2>4,4>2>4,,2
2024,clock_36,2>4,5>2>4,4>5>2>4,3
2024,clock_36,2>4,5>2>4,6>5>2>4,1
2024,clock_36,2>4,6>2>4,3>6>2>4,1
2024,clock_36,2>4,6>2>4,4>6>2>4,8
2024,clock_36,2>4,7>2>4,6>7>2>4,1
2024,clock_36,2>5,0>2>5,1>0>2>5,1
2024,clock_36,2>5,1>2>5,0>1>2>5,1
2024,clock_36,2>5,1>2>5,2>1>2>5,2
2024,clock_36,2>5,1>2>5,3>1>2>5,2
2024,clock_36,2>5,1>2>5,5>1>2>5,2
2024,clock_36,2>5,3>2>5,6>3>2>5,1
2024,clock_36,2>5,4>2>5,2>4>2>5,1
2024,clock_36,2>5,4>2>5,3>4>2>5,1
2024,clock_36,2>5,4>2>5,5>4>2>5,1
2024,clock_36,2>5,5>2>5,1>5>2>5,1
2024,clock_36,2>5,5>2>5,2>5>2>5,14
2024,clock_36,2>5,5>2>5,3>5>2>5,1
2024,clock_36,2>5,5>2>5,4>5>2>5,4
2024,clock_36,2>5,5>2>5,6>5>2>5,30
2024,clock_36,2>5,5>2>5,7>5>2>5,10
2024,clock_36,2>5,5>2>5,,3
2024,clock_36,2>5,6>2>5,2>6>2>5,1
2024,clock_36,2>5,6>2>5,3>6>2>5,2
2024,clock_36,2>5,6>2>5,5>6>2>5,10
2024,clock_36,2>5,6>2>5,7>6>2>5,1
2024,clock_36,2>6,1>2>6,2>1>2>6,1
2024,clock_36,2>6,1>2>6,4>1>2>6,1
2024,clock_36,2>6,1>2>6,6>1>2>6,1
2024,clock_36,2>6,3>2>6,4>3>2>6,1
2024,clock_36,2>6,3>2>6,5>3>2>6,1
2024,clock_36,2>6,3>2>6,6>3>2>6,2
2024,clock_36,2>6,4>2>6,2>4>2>6,1
2024,clock_36,2>6,4>2>6,6>4>2>6,1
2024,clock_36,2>6,5>2>6,2>5>2>6,2
2024,clock_36,2>6,5>2>6,4>5>2>6,3
2024,clock_36,2>6,5>2>6,6>5>2>6,11
2024,clock_36,2>6,5>2>6,7>5>2>6,1
2024,clock_36,2>6,6>2>6,2>6>2>6,1
2024,clock_36,2>6,6>2>6,3>6>2>6,2
2024,clock_36,2>6,6>2>6,4>6>2>6,1
2024,clock_36,2>6,6>2>6,5>6>2>6,11
2024,clock_36,2>6,6>2>6,7>6>2>6,1
2024,clock_36,2>6,6>2>6,,1
2024,clock_36,2>7,6>2>7,5>6>2>7,1
2024,clock_36,3>0,0>3>0,1>0>3>0,22
2024,clock_36,3>0,0>3>0,2>0>3>0,8
2024,clock_36,3>0,0>3>0,3>0>3>0,19
2024,clock_36,3>0,0>3>0,4>0>3>0,2
2024,clock_36,3>0,0>3>0,6>0>3>0,1
2024,clock_36,3>0,0>3>0,,3
2024,clock_36,3>0,1>3>0,0>1>3>0,10
2024,clock_36,3>0,1>3>0,2>1>3>0,12
2024,clock_36,3>0,1>3>0,3>1>3>0,29
2024,clock_36,3>0,1>3>0,4>1>3>0,7
2024,clock_36,3>0,2>3>0,0>2>3>0,1
2024,clock_36,3>0,2>3>0,1>2>3>0,6
2024,clock_36,3>0,2>3>0,3>2>3>0,2
2024,clock_36,3>0,2>3>0,4>2>3>0,7
2024,clock_36,3>0,4>3>0,1>4>3>0,5
2024,clock_36,3>0,4>3>0,2>4>3>0,4
2024,clock_36,3>0,4>3>0,3>4>3>0,5
2024,clock_36,3>0,4>3>0,6>4>3>0,2
2024,clock_36,3>0,6>3>0,3>6>3>0,1
2024,clock_36,3>0,6>3>0,4>6>3>0,1
2024,clock_36,3>0,6>3>0,5>6>3>0,1
2024,clock_36,3>0,6>3>0,,3
2024,clock_36,3>0,,,1
2024,clock_36,3>1,0>3>1,1>0>3>1,17
2024,clock_36,3>1,0>3>1,2>0>3>1,7
2024,clock_36,3>1,0>3>1,3>0>3>1,13
2024,clock_36,3>1,0>3>1,4>0>3>1,2
2024,clock_36,3>1,1>3>1,0>1>3>1,14
2024,clock_36,3>1,1>3>1,2>1>3>1,26
2024,clock_36,3>1,1>3>1,3>1>3>1,55
2024,clock_36,3>1,1>3>1,4>1>3>1,11
2024,clock_36,3>1,1>3>1,5>1>3>1,1
2024,clock_36,3>1,2>3>1,0>2>3>1,1
2024,clock_36,3>1,2>3>1,1>2>3>1,25
2024,clock_36,3>1,2>3>1,3>2>3>1,11
2024,clock_36,3>1,2>3>1,4>2>3>1,15
2024,clock_36,3>1,2>3>1,5>2>3>1,2
2024,clock_36,3>1,2>3>1,6>2>3>1,2
2024,clock_36,3>1,4>3>1,0>4>3>1,2
2024,clock_36,3>1,4>3>1,1>4>3>1,11
2024,clock_36,3>1,4>3>1,2>4>3>1,17
2024,clock_36,3>1,4>3>1,3>4>3>1,8
2024,clock_36,3>1,4>3>1,6>4>3>1,8
2024,clock_36,3>1,5>3>1,6>5>3>1,1
2024,clock_36,3>1,6>3>1,2>6>3>1,1
2024,clock_36,3>1,6>3>1,3>6>3>1,13
2024,clock_36,3>1,6>3>1,4>6>3>1,9
2024,clock_36,3>1,6>3>1,5>6>3>1,3
2024,clock_36,3>2,0>3>2,3>0>3>2,2
2024,clock_36,3>2,1>3>2,2>1>3>2,7
2024,clock_36,3>2,1>3>2,3>1>3>2,6
2024,clock_36,3>2,1>3>2,4>1>3>2,2
2024,clock_36,3>2,2>3>2,0>2>3>2,1
2024,clock_36,3>2,2>3>2,1>2>3>2,1
2024,clock_36,3>2,2>3>2,3>2>3>2,1
2024,clock_36,3>2,2>3>2,4>2>3>2,5
2024,clock_36,3>2,4>3>2,2>4>3>2,4
2024,clock_36,3>2,4>3>2,3>4>3>2,6
2024,clock_36,3>2,4>3>2,5>4>3>2,1
2024,clock_36,3>2,4>3>2,6>4>3>2,4
2024,clock_36,3>2,4>3>2,,1
2024,clock_36,3>2,5>3>2,4>5>3>2,1
2024,clock_36,3>2,6>3>2,2>6>3>2,4
2024,clock_36,3>2,6>3>2,3>6>3>2,7
2024,clock_36,3>2,6>3>2,4>6>3>2,1
2024,clock_36,3>4,0>3>4,1>0>3>4,1
2024,clock_36,3>4,0>3>4,3>0>3>4,7
2024,clock_36,3>4,1>3>4,0>1>3>4,2
2024,clock_36,3>4,1>3>4,2>1>3>4,6
2024,clock_36,3>4,1>3>4,3>1>3>4,29
2024,clock_36,3>4,1>3>4,4>1>3>4,13
2024,clock_36,3>4,2>3>4,0>2>3>4,3
2024,clock_36,3>4,2>3>4,1>2>3>4,10
2024,clock_36,3>4,2>3>4,3>2>3>4,10
2024,clock_36,3>4,2>3>4,4>2>3>4,21
2024,clock_36,3>4,2>3>4,6>2>3>4,1
2024,clock_36,3>4,4>3>4,1>4>3>4,9
2024,clock_36,3>4,4>3>4,2>4>3>4,13
2024,clock_36,3>4,4>3>4,3>4>3>4,23
2024,clock_36,3>4,4>3>4,5>4>3>4,4
2024,clock_36,3>4,4>3>4,6>4>3>4,26
2024,clock_36,3>4,4>3>4,,2
2024,clock_36,3>4,6>3>4,1>6>3>4,1
2024,clock_36,3>4,6>3>4,2>6>3>4,5
2024,clock_36,3>4,6>3>4,3>6>3>4,26
2024,clock_36,3>4,6>3>4,4>6>3>4,32
2024,clock_36,3>4,6>3>4,5>6>3>4,6
2024,clock_36,3>5,1>3>5,3>1>3>5,1
2024,clock_36,3>5,2>3>5,1>2>3>5,1
2024,clock_36,3>5,2>3>5,5>2>3>5,2
2024,clock_36,3>5,5>3>5,2>5>3>5,1
2024,clock_36,3>5,6>3>5,1>6>3>5,1
2024,clock_36,3>5,6>3>5,3>6>3>5,3
2024,clock_36,3>5,6>3>5,5>6>3>5,2
2024,clock_36,3>5,6>3>5,7>6>3>5,1
2024,clock_36,3>5,6>3>5,,1
2024,clock_36,3>6,0>3>6,2>0>3>6,1
2024,clock_36,3>6,0>3>6,3>0>3>6,3
2024,clock_36,3>6,1>3>6,0>1>3>6,1
2024,clock_36,3>6,1>3>6,2>1>3>6,3
2024,clock_36,3>6,1>3>6,3>1>3>6,7
2024,clock_36,3>6,1>3>6,4>1>3>6,3
2024,clock_36,3>6,1>3>6,6>1>3>6,3
2024,clock_36,3>6,2>3>6,1>2>3>6,4
2024,clock_36,3>6,2>3>6,3>2>3>6,4
2024,clock_36,3>6,2>3>6,4>2>3>6,9
2024,clock_36,3>6,2>3>6,5>2>3>6,3
2024,clock_36,3>6,2>3>6,6>2>3>6,4
2024,clock_36,3>6,4>3>6,2>4>3>6,4
2024,clock_36,3>6,4>3>6,3>4>3>6,5
2024,clock_36,3>6,4>3>6,6>4>3>6,8
2024,clock_36,3>6,5>3>6,4>5>3>6,1
2024,clock_36,3>6,6>3>6,2>6>3>6,8
2024,clock_36,3>6,6>3>6,3>6>3>6,19
2024,clock_36,3>6,6>3>6,4>6>3>6,11
2024,clock_36,3>6,6>3>6,5>6>3>6,5
2024,clock_36,3>7,6>3>7,5>6>3>7,1
2024,clock_36,4>0,0>4>0,1>0>4>0,2
2024,clock_36,4>0,0>4>0,2>0>4>0,3
2024,clock_36,4>0,0>4>0,3>0>4>0,3
2024,clock_36,4>0,0>4>0,4>0>4>0,2
2024,clock_36,4>0,1>4>0,0>1>4>0,1
2024,clock_36,4>0,1>4>0,2>1>4>0,2
2024,clock_36,4>0,1>4>0,4>1>4>0,1
2024,clock_36,4>0,2>4>0,1>2>4>0,2
2024,clock_36,4>0,2>4>0,4>2>4>0,2
2024,clock_36,4>0,3>4>0,1>3>4>0,2
2024,clock_36,4>0,3>4>0,6>3>4>0,2
2024,clock_36,4>1,0>4>1,1>0>4>1,4
2024,clock_36,4>1,0>4>1,3>0>4>1,3
2024,clock_36,4>1,0>4>1,4>0>4>1,1
2024,clock_36,4>1,1>4>1,0>1>4>1,4
2024,clock_36,4>1,1>4>1,2>1>4>1,5
2024,clock_36,4>1,1>4>1,3>1>4>1,6
2024,clock_36,4>1,1>4>1,4>1>4>1,3
2024,clock_36,4>1,2>4>1,0>2>4>1,1
2024,clock_36,4>1,2>4>1,1>2>4>1,5
2024,clock_36,4>1,2>4>1,3>2>4>1,1
2024,clock_36,4>1,2>4>1,4>2>4>1,8
2024,clock_36,4>1,3>4>1,0>3>4>1,1
2024,clock_36,4>1,3>4>1,1>3>4>1,5
2024,clock_36,4>1,3>4>1,2>3>4>1,4
2024,clock_36,4>1,3>4>1,4>3>4>1,14
2024,clock_36,4>1,3>4>1,6>3>4>1,3
2024,clock_36,4>1,5>4>1,2>5>4>1,1
2024,clock_36,4>1,5>4>1,3>5>4>1,1
2024,clock_36,4>1,5>4>1,4>5>4>1,1
2024,clock_36,4>1,6>4>1,3>6>4>1,1
2024,clock_36,4>1,6>4>1,4>6>4>1,2
2024,clock_36,4>2,0>4>2,1>0>4>2,1
2024,clock_36,4>2,0>4>2,2>0>4>2,1
2024,clock_36,4>2,0>4>2,3>0>4>2,1
2024,clock_36,4>2,0>4>2,4>0>4>2,2
2024,clock_36,4>2,0>4>2,5>0>4>2,1
2024,clock_36,4>2,1>4>2,0>1>4>2,5
2024,clock_36,4>2,1>4>2,2>1>4>2,10
2024,clock_36,4>2,1>4>2,3>1>4>2,11
2024,clock_36,4>2,1>4>2,4>1>4>2,9
2024,clock_36,4>2,1>4>2,5>1>4>2,1
