signature_id,direction,stage,condition_count,rows,sessions,stocks,mean_directional_net_bps,directional_lift,raw_p_value,fdr_q_value,discovery_score,discovery_supported_effect,discovery_eligible,rejection_reasons_json,conditions_json
long__clock_phase__middle__opening_range_position_bin__above_range__6bc0f112b9,LONG,pairwise,2,1242,222,20,-0.984304106654,0.0322234077235,0.655733160091,0.999955450325,-0.3,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""clock"",""feature"":""clock_phase"",""operator"":""=="",""value"":""middle""},{""family"":""price_location"",""feature"":""opening_range_position_bin"",""operator"":""=="",""value"":""above_range""}]"
long__clock_phase__middle__prior_completed_dwell_bin__1_2__206ee42276,LONG,pairwise,2,2526,249,20,-4.35338105827,0.00732868960358,0.76667401388,0.999955450325,-0.3,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""clock"",""feature"":""clock_phase"",""operator"":""=="",""value"":""middle""},{""family"":""structural_state"",""feature"":""prior_completed_dwell_bin"",""operator"":""=="",""value"":""1_2""}]"
long__clock_phase__middle__state_motif_2__6gt4__ca2ef0ba9f,LONG,pairwise,2,107,73,14,-22.3554639992,-0.0113000019112,1,1,-0.315388070256,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]","[{""family"":""clock"",""feature"":""clock_phase"",""operator"":""=="",""value"":""middle""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""6>4""}]"
long__clock_phase__middle__state_motif_3__6gt4gt3__19ff2da66c,LONG,pairwise,2,28,23,11,-17.398538048,0.0587934560327,1,1,-0.466372432335,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_payoff""]","[{""family"":""clock"",""feature"":""clock_phase"",""operator"":""=="",""value"":""middle""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""6>4>3""}]"
long__clock_phase__opening__compatible_loop_count_bin__3_6__73ec7cab84,LONG,pairwise,2,527,204,20,-11.7118229486,0.00661129284486,0.876170224235,0.999955450325,-0.307443258325,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""clock"",""feature"":""clock_phase"",""operator"":""=="",""value"":""opening""},{""family"":""loop"",""feature"":""compatible_loop_count_bin"",""operator"":""=="",""value"":""3_6""}]"
long__clock_phase__opening__prior_completed_dwell_bin__1_2__23a21aad0d,LONG,pairwise,2,1773,250,20,-9.29996642678,-0.0114265101263,0.939758069329,0.999955450325,-0.308013695549,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""clock"",""feature"":""clock_phase"",""operator"":""=="",""value"":""opening""},{""family"":""structural_state"",""feature"":""prior_completed_dwell_bin"",""operator"":""=="",""value"":""1_2""}]"
long__clock_phase__opening__return_6_bin__above_plus_one_scale__498c26ad3f,LONG,pairwise,2,1110,212,20,3.05921854561,0.0164511136904,0.383198092786,0.999955450325,-0.201176309434,True,False,"[""fdr_not_passed""]","[{""family"":""clock"",""feature"":""clock_phase"",""operator"":""=="",""value"":""opening""},{""family"":""price_displacement"",""feature"":""return_6_bin"",""operator"":""=="",""value"":""above_plus_one_scale""}]"
long__clock_phase__opening__same_orientation_repeat_bin__2_plus__1e018392f7,LONG,pairwise,2,188,136,20,-9.75316583226,0.000282817734848,0.627975086854,0.999955450325,-0.312156811556,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""clock"",""feature"":""clock_phase"",""operator"":""=="",""value"":""opening""},{""family"":""state_history"",""feature"":""same_orientation_repeat_bin"",""operator"":""=="",""value"":""2_plus""}]"
long__clock_phase__opening__state_motif_2__3gt0__6541cf0564,LONG,pairwise,2,44,37,9,-7.80062295114,-0.0093883621491,1,1,-0.3,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]","[{""family"":""clock"",""feature"":""clock_phase"",""operator"":""=="",""value"":""opening""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""3>0""}]"
long__clock_phase__opening__top_second_margin_bin__high__74b4264eb0,LONG,pairwise,2,304,160,20,-4.22871288169,-0.00370654396728,0.830613352891,0.999955450325,-0.302568345711,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""clock"",""feature"":""clock_phase"",""operator"":""=="",""value"":""opening""},{""family"":""loop"",""feature"":""top_second_margin_bin"",""operator"":""=="",""value"":""high""}]"
