period,horizon,selector,deleted_symbol,sessions,cumulative_return,annualized_return,annualized_volatility,descriptive_sharpe_zero_rate,maximum_drawdown,mean_daily_return
2025,6,loop_only,QBTS,190,-0.0655614613098695,-0.08601096926622298,0.05400409464642403,-1.6382323464243052,-0.08701162065198798,-0.00035107640749655345
2025,6,loop_only,RGTI,190,-0.0767619703819491,-0.1005127880689004,0.0580491654610738,-1.7956074405085782,-0.09389990904462664,-0.00041362505324292725
2025,6,loop_only,RIOT,190,-0.09566196070499444,-0.1248533207010103,0.05713696965996163,-2.305082071248027,-0.11259967047837449,-0.00052264049352627
2025,6,loop_only,RIVN,190,-0.0983605174170219,-0.12831523970817083,0.06069185450733375,-2.2319264858502414,-0.11520957928584019,-0.0005375387204376489
2025,6,loop_only,SMCI,190,-0.09669070931696166,-0.12617347780646815,0.058562831905768296,-2.2733263531405536,-0.1134590325980881,-0.0005283032900235059
2025,6,loop_only,SOFI,190,-0.09277443976657151,-0.1211452486832727,0.0587795073030655,-2.1671650888349956,-0.11039088294532007,-0.0005054956197068461
2025,6,loop_only,WULF,190,-0.09615321627702422,-0.12548379295840884,0.05624762692851227,-2.3552202268553635,-0.10964803755637931,-0.0005256966216454226
2025,6,loop_current_regime,AAL,190,-0.11370959185369456,-0.14794174909714797,0.06819642647657047,-2.312973697404993,-0.12493038311964932,-0.0006259386535607973
2025,6,loop_current_regime,AAOI,190,-0.12574701179250436,-0.16325640259240992,0.06874098968167247,-2.5577213844793225,-0.13892960016972467,-0.0006976996003931988
2025,6,loop_current_regime,APLD,190,-0.13220089604737761,-0.17143914930957949,0.06652248830232334,-2.7929324775982622,-0.14245304076149456,-0.0007372730875801957
2025,6,loop_current_regime,ASTS,190,-0.0951920204708896,-0.12425009972526324,0.06715786865709152,-1.9416574740879669,-0.11462026689028804,-0.0005174507048486497
2025,6,loop_current_regime,CIFR,190,-0.09888027396519838,-0.12898163602391444,0.06716791941728788,-2.021970360439525,-0.11380284377153904,-0.0005389346914053434
2025,6,loop_current_regime,HIMS,190,-0.09664617413805887,-0.12611633752443174,0.07283154473060842,-1.8142755221989029,-0.11356589131232275,-0.00052435114622491
2025,6,loop_current_regime,IONQ,190,-0.08534057002148976,-0.11158117565797887,0.06574526116191355,-1.7664606590461616,-0.1089241767062269,-0.00046085879905252307
2025,6,loop_current_regime,IREN,190,-0.08644273329520913,-0.11300077501846961,0.0642512868646816,-1.8339265841537196,-0.10348339486542313,-0.0004675878692350249
2025,6,loop_current_regime,MARA,190,-0.09765523063299697,-0.12741076873844837,0.06692607997268708,-2.0026146504421938,-0.11162678452793762,-0.0005318537628967024
2025,6,loop_current_regime,MP,190,-0.1091687719059139,-0.1421469694343288,0.06654624815871153,-2.2702372981112595,-0.12176218496758262,-0.0005995070421399788
2025,6,loop_current_regime,MRNA,190,-0.10284714350067659,-0.13406355012838211,0.06981572397604935,-2.0264876003569783,-0.12089842101076353,-0.0005614313450294023
2025,6,loop_current_regime,MSTR,190,-0.10732018420362677,-0.13978512437610424,0.06855029155032767,-2.161792410015741,-0.12020381572432581,-0.0005880615078486688
